scenario_num,Run,truck_id,start_time,end_time,total_waiting_time,distance_travelled
4,0,681SourceSink1003073,185,843,527.1770839294041,103824.06000000032
4,0,2212SourceSink1003181,610,843,147.94334435246503,65936.55
4,0,483SourceSink1003073,130,855,596.2093358686765,103824.06000000032
4,0,2684SourceSink1001952,745,870,65.30634254243364,47399.99999999987
4,0,537SourceSink1003073,145,873,600.0656706858988,103824.06000000032
4,0,2774SourceSink1001952,770,902,72.78234393952658,47399.99999999987
4,0,2374SourceSink1003181,655,911,171.7548175652047,65936.55
4,0,50SourceSink1002774,10,930,753.8951289036205,132445.68000000043
4,0,2918SourceSink1001952,810,935,66.59421202508769,47399.99999999987
4,0,302SourceSink1002774,80,938,694.9325929455551,132445.68000000043
4,0,2752SourceSink1003181,760,949,105.32756864627656,65936.55
4,0,468SourceSink1000000,130,952,673.8272141350101,119571.95000000056
4,0,432SourceSink1000000,120,957,690.4219326201234,119571.95000000056
4,0,450SourceSink1000000,125,994,724.9931073417798,119571.95000000056
4,0,256SourceSink1002165,70,995,740.977255250709,148043.18000000046
4,0,74SourceSink1001952,20,325,197.96197159195015,84455.74999999985
4,0,341SourceSink1003230,90,379,205.64389426415102,65936.55000000003
4,0,380SourceSink1001952,105,402,189.33762500671446,84455.74999999985
4,0,470SourceSink1001952,130,424,187.27192222502447,84455.74999999985
4,0,434SourceSink1001952,120,440,213.01871756543403,84455.74999999985
4,0,755SourceSink1003230,205,474,185.92778209609514,65936.55000000003
4,0,758SourceSink1001952,210,512,194.54464788401287,84455.74999999985
4,0,614SourceSink1001952,170,515,238.10187394794644,84455.74999999985
4,0,938SourceSink1001952,260,533,166.18338897690145,84455.74999999985
4,0,776SourceSink1001952,215,554,231.20791777636504,84455.74999999985
4,0,1223SourceSink1003230,335,570,151.44703607606152,65936.55000000003
4,0,1295SourceSink1003230,355,570,131.08880643562233,65936.55000000003
4,0,1259SourceSink1003230,345,582,152.75428549493367,65936.55000000003
4,0,1082SourceSink1001952,300,614,205.81427348884063,84455.74999999985
4,0,1208SourceSink1001952,335,645,202.6730895583103,84455.74999999985
4,0,1388SourceSink1001952,385,725,231.9247075172081,84455.74999999985
4,0,1334SourceSink1001952,370,731,254.63999299275196,84455.74999999985
4,0,1889SourceSink1003230,520,788,185.05158694915258,65936.55000000003
4,0,213SourceSink1003073,55,801,621.8426246079562,101452.01000000026
4,0,1802SourceSink1001952,500,813,205.02816915005764,84455.74999999985
4,0,13SourceSink1002757,0,841,698.1529432558605,115407.30000000047
4,0,162SourceSink1000000,45,886,696.9701793298826,117199.9000000005
4,0,2375SourceSink1003230,655,907,169.599706961775,65936.55000000003
4,0,2519SourceSink1003230,695,918,138.9228176638128,65936.55000000003
4,0,2198SourceSink1001952,610,927,207.90201418953205,84455.74999999985
4,0,2306SourceSink1001952,640,977,229.10861953945118,84455.74999999985
4,0,810SourceSink1000000,225,995,627.7750778823882,117199.9000000005
4,0,14SourceSink1002774,0,434,301.03069312308315,106545.84
4,0,32SourceSink1002774,5,498,358.3888453320835,106545.84
4,0,382SourceSink1002165,105,576,319.85606125992535,122143.34000000008
4,0,630SourceSink1000000,175,579,287.83678273178634,93672.1100000001
4,0,576SourceSink1000000,160,581,305.030071720079,93672.1100000001
4,0,864SourceSink1000000,240,608,251.25886326005303,93672.1100000001
4,0,590SourceSink1002774,160,610,317.1715600377849,106545.84
4,0,418SourceSink1002165,115,614,345.77610456310185,122143.34000000008
4,0,1093SourceSink1002757,300,629,212.95278817934044,91879.5100000001
4,0,239SourceSink1002233,65,636,394.73731647773656,141294.14000000007
4,0,1147SourceSink1002757,315,646,215.96628504658412,91879.5100000001
4,0,788SourceSink1002774,215,651,299.55899761974547,106545.84
4,0,526SourceSink1002165,145,665,367.10773520073235,122143.34000000008
4,0,706SourceSink1002165,195,675,328.1918185827754,122143.34000000008
4,0,716SourceSink1002774,195,676,348.7530861632136,106545.84
4,0,1327SourceSink1002757,365,677,196.75775328035868,91879.5100000001
4,0,1471SourceSink1002757,405,706,186.63497003621274,91879.5100000001
4,0,900SourceSink1000000,250,707,338.7859668797494,93672.1100000001
4,0,1399SourceSink1002757,385,714,213.46510501396256,91879.5100000001
4,0,990SourceSink1000000,275,724,333.68996219106305,93672.1100000001
4,0,509SourceSink1002233,140,727,410.4243957309675,141294.14000000007
4,0,1188SourceSink1000000,330,737,291.7671992895823,93672.1100000001
4,0,725SourceSink1002233,200,755,378.34085331805875,141294.14000000007
4,0,70SourceSink1003181,15,759,618.4015821146137,101452.01000000027
4,0,1332SourceSink1000000,370,772,285.5025050644749,93672.1100000001
4,0,958SourceSink1002165,265,779,362.4988360096331,122143.34000000008
4,0,1368SourceSink1000000,380,810,313.7690052851636,93672.1100000001
4,0,1741SourceSink1002757,480,813,218.72801373042387,91879.5100000001
4,0,815SourceSink1002233,225,822,419.50797824208666,141294.14000000007
4,0,633SourceSink1001953,175,846,516.9899983685142,123756.31000000008
4,0,887SourceSink1002233,245,847,423.2250435259701,141294.14000000007
4,0,485SourceSink1003230,130,851,593.9235506199257,103824.06000000029
4,0,1049SourceSink1002233,290,852,384.30719009772224,141294.14000000007
4,0,290SourceSink1001952,80,858,626.0174161436108,122343.26000000018
4,0,1436SourceSink1002774,395,862,333.45480236330025,106545.84
4,0,1606SourceSink1002165,445,868,270.86966165036324,122143.34000000008
4,0,420SourceSink1002234,115,875,555.0165840160414,164986.76000000004
4,0,186SourceSink1002234,50,886,626.9407630031185,164986.76000000004
4,0,241SourceSink1002393,65,922,642.6116449519807,172380.86
4,0,596SourceSink1001952,165,927,609.5977856185651,122343.26000000018
4,0,1778SourceSink1002774,490,940,312.77866700996395,106545.84
4,0,1832SourceSink1002774,505,946,305.1797141108211,106545.84
4,0,1962SourceSink1000000,545,949,288.0150597389597,93672.1100000001
4,0,827SourceSink1003230,225,952,597.5248511909673,103824.06000000029
4,0,1660SourceSink1002165,460,952,340.1274513573211,122143.34000000008
4,0,601SourceSink1002393,165,953,573.8490556669111,172380.86
4,0,556SourceSink1003181,150,960,684.0663118290246,101452.01000000027
4,0,741SourceSink1001953,205,969,608.0339234860724,123756.31000000008
4,0,488SourceSink1001952,135,970,680.7208033635019,122343.26000000018
4,0,849SourceSink1001953,235,971,580.167209572031,123756.31000000008
4,0,989SourceSink1003230,270,984,586.7561768546936,103824.06000000029
4,0,227SourceSink1002669,60,729,553.2707912139272,89212.80000000037
4,0,119SourceSink1002669,30,763,619.9498399839886,89212.80000000037
4,0,138SourceSink1002756,35,772,635.7271413959677,77989.91000000041
4,0,407SourceSink1002669,110,949,722.0322132725464,89212.80000000037
4,0,295SourceSink1002393,80,283,115.81071636587345,69592.38
4,0,24SourceSink1002234,5,333,244.70933320248466,66967.78
4,0,403SourceSink1002393,110,335,137.5480210993331,69592.38
4,0,330SourceSink1002234,90,429,256.5355634540777,66967.78
4,0,366SourceSink1002234,100,436,252.44002063149412,66967.78
4,0,474SourceSink1002234,130,436,223.8111374418683,66967.78
4,0,333SourceSink1002510,90,481,278.8752279928707,90475.20000000035
4,0,9SourceSink1002510,0,543,430.6566713039948,90475.20000000035
4,0,1050SourceSink1002234,290,577,204.0853215967436,66967.78
4,0,18SourceSink1000000,5,585,426.6274970598005,122204.35000000005
4,0,40SourceSink1002165,10,590,438.4179388809249,112856.91999999997
4,0,220SourceSink1002165,60,591,389.6256285200645,112856.91999999997
4,0,292SourceSink1002165,80,591,371.3573177530022,112856.91999999997
4,0,5SourceSink1002233,0,606,448.75861001609377,121730.52000000003
4,0,585SourceSink1002510,160,606,334.60855571458086,90475.20000000035
4,0,76SourceSink1002165,20,616,454.19079286153715,112856.91999999997
4,0,4SourceSink1002165,0,620,477.1508953899471,112856.91999999997
4,0,1267SourceSink1002393,350,633,195.6121035912007,69592.38
4,0,65SourceSink1002669,15,639,462.077803002573,129739.29000000066
4,0,423SourceSink1002510,115,643,417.3662456584273,90475.20000000035
4,0,1429SourceSink1002393,395,657,173.66184067152767,69592.38
4,0,436SourceSink1002165,120,666,404.8562446450121,112856.91999999997
4,0,387SourceSink1002510,105,676,458.08361566159516,90475.20000000035
4,0,693SourceSink1002510,190,679,375.03612979073966,90475.20000000035
4,0,550SourceSink1002663,150,682,382.356983602942,120516.2000000004
4,0,1428SourceSink1002234,395,688,211.5015880160469,66967.78
4,0,72SourceSink1000000,20,690,518.2997699818679,122204.35000000005
4,0,426SourceSink1002756,115,729,435.1862528689197,141106.28000000067
4,0,1716SourceSink1002234,475,738,180.79947955145573,66967.78
4,0,365SourceSink1002233,100,758,505.4586143764736,121730.52000000003
4,0,648SourceSink1000000,180,768,435.18264266852486,122204.35000000005
4,0,39SourceSink1001953,10,789,632.5810483798839,116244.88999999994
4,0,756SourceSink1000000,210,800,438.23819387323243,122204.35000000005
4,0,545SourceSink1002233,150,805,501.5008871734608,121730.52000000003
4,0,658SourceSink1002663,180,813,481.2744236674179,120516.2000000004
4,0,1161SourceSink1002510,320,814,381.36158922189725,90475.20000000035
4,0,1001SourceSink1002669,275,855,419.9310822913474,129739.29000000066
4,0,1030SourceSink1002165,285,873,446.0047810428364,112856.91999999997
4,0,894SourceSink1002756,245,878,456.35772175232984,141106.28000000067
4,0,219SourceSink1001953,60,882,678.2553279920304,116244.88999999994
4,0,1066SourceSink1002165,295,889,453.1761213097171,112856.91999999997
4,0,2401SourceSink1002393,665,896,143.5740036860973,69592.38
4,0,111SourceSink1001953,30,903,720.884805861103,116244.88999999994
4,0,499SourceSink1002757,135,908,550.8144679226122,177427.69000000006
4,0,1377SourceSink1002510,380,908,414.4401548320534,90475.20000000035
4,0,1247SourceSink1002233,345,910,409.13076729018627,121730.52000000003
4,0,1485SourceSink1002510,410,918,394.712314617628,90475.20000000035
4,0,1503SourceSink1002510,415,918,391.6102886002633,90475.20000000035
4,0,1462SourceSink1002165,405,920,373.1900113791459,112856.91999999997
4,0,1109SourceSink1002669,305,928,462.6629802804522,129739.29000000066
4,0,1127SourceSink1002669,310,928,456.31614542272337,129739.29000000066
4,0,2455SourceSink1002393,680,939,172.22645762834253,69592.38
4,0,1252SourceSink1002663,345,954,458.40614599070636,120516.2000000004
4,0,589SourceSink1002757,160,967,583.9421673916614,177427.69000000006
4,0,1224SourceSink1000000,340,973,481.1938039004772,122204.35000000005
4,0,1264SourceSink1002165,350,974,482.9162041449261,112856.91999999997
4,0,1678SourceSink1002165,465,975,369.7968458381958,112856.91999999997
4,0,1234SourceSink1002663,340,980,492.39476478137135,120516.2000000004
4,0,2526SourceSink1002234,700,983,200.10370233406834,66967.78
4,0,1468SourceSink1002663,405,996,440.69300075718127,120516.2000000004
4,0,11SourceSink1002669,0,326,221.8641674635974,82654.29000000036
4,0,10SourceSink1002663,0,359,265.2912325839219,73431.20000000008
4,0,372SourceSink1002756,100,466,247.9701506458018,94021.28000000038
4,0,804SourceSink1002756,220,535,195.0355208703745,94021.28000000038
4,0,368SourceSink1002488,100,544,330.87112273548354,90475.2000000003
4,0,713SourceSink1002669,195,548,248.3921850013915,82654.29000000036
4,0,929SourceSink1002669,255,551,191.47083906447608,82654.29000000036
4,0,296SourceSink1002488,80,552,357.7134353578149,90475.2000000003
4,0,766SourceSink1002663,210,556,252.57771675792108,73431.20000000008
4,0,1037SourceSink1002669,285,600,210.5723151620487,82654.29000000036
4,0,966SourceSink1002756,265,610,225.28519648023985,94021.28000000038
4,0,1074SourceSink1002756,295,616,201.6311631706229,94021.28000000038
4,0,1055SourceSink1002669,290,628,233.01384668309166,82654.29000000036
4,0,1218SourceSink1002756,335,639,184.10988529488338,94021.28000000038
4,0,1092SourceSink1002756,300,641,221.03745753762558,94021.28000000038
4,0,1289SourceSink1002669,355,660,201.66120560323222,82654.29000000036
4,0,1164SourceSink1002756,320,676,236.7107541082624,94021.28000000038
4,0,1343SourceSink1002669,370,708,233.81131599202976,82654.29000000036
4,0,906SourceSink1002234,250,720,347.41298001112267,99798.28000000035
4,0,1270SourceSink1002663,350,733,289.7101849360856,73431.20000000008
4,0,1668SourceSink1002756,460,763,183.69472555135644,94021.28000000038
4,0,1212SourceSink1002234,335,777,319.1430810418655,99798.28000000035
4,0,1375SourceSink1002393,380,780,271.41491160966234,102422.88000000032
4,0,1248SourceSink1002234,345,781,312.46093922626665,99798.28000000035
4,0,1339SourceSink1002393,370,792,292.3292824868055,102422.88000000032
4,0,1302SourceSink1002234,360,809,327.4875247558826,99798.28000000035
4,0,1792SourceSink1002663,495,813,225.4714487253499,73431.20000000008
4,0,1573SourceSink1002393,435,814,251.19135356425596,102422.88000000032
4,0,1303SourceSink1002393,360,817,331.3456466945502,102422.88000000032
4,0,1740SourceSink1002756,480,817,218.21286020136597,94021.28000000038
4,0,1250SourceSink1002488,345,818,360.9697703233292,90475.2000000003
4,0,59SourceSink1002233,15,823,612.5255688057955,154561.0200000003
4,0,23SourceSink1002233,5,825,626.3796591908505,154561.0200000003
4,0,148SourceSink1002165,40,826,604.9496616163987,145687.42000000025
4,0,1483SourceSink1002393,410,829,290.83729881258137,102422.88000000032
4,0,1320SourceSink1002234,365,830,344.4484824258435,99798.28000000035
4,0,41SourceSink1002233,10,832,631.4774937263976,154561.0200000003
4,0,2009SourceSink1002669,555,837,178.115638496057,82654.29000000036
4,0,270SourceSink1000000,75,842,577.6512926171723,155034.85000000033
4,0,1864SourceSink1002663,515,846,239.15251269186135,73431.20000000008
4,0,328SourceSink1002165,90,854,583.8642912453606,145687.42000000025
4,0,508SourceSink1002165,140,856,536.0791687446551,145687.42000000025
4,0,1392SourceSink1002234,385,863,354.94529343165163,99798.28000000035
4,0,1902SourceSink1002756,525,879,234.43497528520555,94021.28000000038
4,0,1774SourceSink1002663,490,885,301.61664175529893,73431.20000000008
4,0,2135SourceSink1002669,590,886,191.99280185638622,82654.29000000036
4,0,1286SourceSink1002488,355,893,425.29962897209947,90475.2000000003
4,0,2226SourceSink1002756,615,921,186.16596181468265,94021.28000000038
4,0,73SourceSink1001109,20,924,755.8161368238245,116333.49000000072
4,0,343SourceSink1001109,95,933,689.5871935989177,116333.49000000072
4,0,1806SourceSink1002234,500,936,312.42984115851834,99798.28000000035
4,0,2262SourceSink1002756,625,949,204.44025696272527,94021.28000000038
4,0,2440SourceSink1002663,675,963,194.65835379799796,73431.20000000008
4,0,2042SourceSink1002488,565,967,288.10368318948105,90475.2000000003
4,0,2423SourceSink1002669,670,989,213.22012994776168,82654.29000000036
4,0,2442SourceSink1002756,675,990,195.6853386695202,94021.28000000038
4,0,1048SourceSink1002165,290,992,517.2811897314904,145687.42000000025
4,0,0SourceSink1000000,0,234,159.66233322475878,59385.83
4,0,126SourceSink1000000,35,250,141.9425415180883,59385.83
4,0,490SourceSink1002165,135,316,116.80631552300146,50038.400000000016
4,0,306SourceSink1000000,85,329,168.31601784876733,59385.83
4,0,472SourceSink1002165,130,332,137.18956234974004,50038.400000000016
4,0,652SourceSink1002165,180,351,105.4609152660536,50038.400000000016
4,0,486SourceSink1000000,135,357,147.76102488336863,59385.83
4,0,634SourceSink1002165,175,363,124.5561576063588,50038.400000000016
4,0,31SourceSink1002757,5,427,277.86410996968465,114609.17000000004
4,0,868SourceSink1002165,240,446,141.78691094690436,50038.400000000016
4,0,774SourceSink1000000,215,454,166.2568099009548,59385.83
4,0,175SourceSink1002757,45,487,297.9123245065215,114609.17000000004
4,0,337SourceSink1002757,90,530,294.96340846893145,114609.17000000004
4,0,492SourceSink1002234,135,530,291.70366941190196,82604.61999999995
4,0,312SourceSink1002234,85,533,342.9208485040705,82604.61999999995
4,0,1170SourceSink1000000,325,546,146.7277282993222,59385.83
4,0,1354SourceSink1002165,375,572,133.27300776199743,50038.400000000016
4,0,1242SourceSink1000000,345,575,154.19686164882103,59385.83
4,0,607SourceSink1002757,165,602,290.5789522201207,114609.17000000004
4,0,661SourceSink1002757,180,608,284.63578909564194,114609.17000000004
4,0,277SourceSink1002393,75,615,428.5164952078257,89998.71999999991
4,0,769SourceSink1002757,210,657,303.57153333947525,114609.17000000004
4,0,1732SourceSink1002165,480,672,129.39750432871324,50038.400000000016
4,0,1638SourceSink1000000,455,683,153.75989510511405,59385.83
4,0,1710SourceSink1000000,475,706,158.6205194800246,59385.83
4,0,393SourceSink1003073,105,709,427.42898970594507,141294.1400000001
4,0,853SourceSink1002393,235,722,372.91755492990984,89998.71999999991
4,0,1890SourceSink1000000,525,725,125.45851734253793,59385.83
4,0,1165SourceSink1002757,320,733,269.32271784274667,114609.17000000004
4,0,763SourceSink1002393,210,744,421.9388841619655,89998.71999999991
4,0,266SourceSink1002774,70,746,479.6796781054492,155505.46000000002
4,0,188SourceSink1002488,50,748,544.9720419078399,121730.51999999995
4,0,1194SourceSink1002234,330,767,333.6584242539657,82604.61999999995
4,0,2110SourceSink1002165,585,789,140.23483725304493,50038.400000000016
4,0,1249SourceSink1002393,345,792,332.55251486389477,89998.71999999991
4,0,1381SourceSink1002757,380,794,271.1101429825472,114609.17000000004
4,0,1141SourceSink1002393,315,799,370.0171408587091,89998.71999999991
4,0,1410SourceSink1002234,390,820,324.2265762386734,82604.61999999995
4,0,1155SourceSink1001953,320,834,444.6723247759279,53426.36999999999
4,0,735SourceSink1003073,200,836,458.7348820337745,141294.1400000001
4,0,2308SourceSink1002165,640,848,143.20187696783867,50038.400000000016
4,0,2250SourceSink1000000,625,849,149.97281217275045,59385.83
4,0,1543SourceSink1002757,425,864,294.3062615660703,114609.17000000004
4,0,872SourceSink1002488,240,869,476.29470632998925,121730.51999999995
4,0,1770SourceSink1002234,490,869,273.7574086507403,82604.61999999995
4,0,1095SourceSink1003073,300,902,427.3855565740717,141294.1400000001
4,0,245SourceSink1002669,65,903,596.5551152730189,193825.1100000007
4,0,1131SourceSink1003073,310,927,440.4851086964941,141294.1400000001
4,0,1885SourceSink1002757,520,939,274.0445324579517,114609.17000000004
4,0,1731SourceSink1001953,480,942,393.29656011592834,53426.36999999999
4,0,120SourceSink1002756,30,945,657.0793764783554,205192.1000000007
4,0,477SourceSink1002510,130,948,622.037525961882,154561.02000000037
4,0,1939SourceSink1002757,535,949,267.8171345547934,114609.17000000004
4,0,82SourceSink1002663,20,952,701.3559185694461,184602.02000000046
4,0,34SourceSink1003181,5,965,754.0513269196732,164821.9300000003
4,0,1365SourceSink1003073,375,973,422.09680801633056,141294.1400000001
4,0,2866SourceSink1002165,795,989,132.03915339549795,50038.400000000016
4,0,1821SourceSink1001953,505,996,423.6275160156835,53426.36999999999
4,0,331SourceSink1002393,90,277,144.6561975615625,35235.97999999998
4,0,835SourceSink1002393,230,388,115.78542767257807,35235.97999999998
4,0,108SourceSink1000000,30,412,279.7522318775791,83078.45000000001
4,0,871SourceSink1002393,240,415,133.306321789775,35235.97999999998
4,0,404SourceSink1002488,110,454,263.02897984995184,66967.78000000003
4,0,1069SourceSink1002393,295,459,120.9987929759751,35235.97999999998
4,0,77SourceSink1002233,20,467,343.5125908826494,82604.62
4,0,113SourceSink1002233,30,468,333.9274265372811,82604.62
4,0,728SourceSink1002488,200,491,208.84113932458436,66967.78000000003
4,0,346SourceSink1002165,95,493,306.674390925255,73731.01999999999
4,0,347SourceSink1002233,95,507,305.0410277497989,82604.62
4,0,221SourceSink1002233,60,520,358.7070875715945,82604.62
4,0,584SourceSink1002488,160,536,293.5287747817166,66967.78000000003
4,0,12SourceSink1002756,0,539,352.91339170210557,150429.36000000068
4,0,742SourceSink1002165,205,544,245.3898235457646,73731.01999999999
4,0,666SourceSink1000000,185,578,291.77132584359185,83078.45000000001
4,0,675SourceSink1002510,185,588,281.07685741887644,99798.28000000039
4,0,1088SourceSink1002488,300,611,227.58068293428082,66967.78000000003
4,0,405SourceSink1002510,110,643,412.65854131762495,99798.28000000039
4,0,1026SourceSink1000000,285,644,259.2128051706491,83078.45000000001
4,0,1771SourceSink1002393,490,652,119.32106542233309,35235.97999999998
4,0,1843SourceSink1002393,510,665,113.65462249316089,35235.97999999998
4,0,226SourceSink1002663,60,669,447.8073470349402,129839.28000000046
4,0,193SourceSink1002757,50,672,449.2231550752611,138301.78999999995
4,0,319SourceSink1002757,85,677,419.4643520494383,138301.78999999995
4,0,316SourceSink1002663,85,693,448.8846923309231,129839.28000000046
4,0,265SourceSink1002757,70,707,462.7115788108126,138301.78999999995
4,0,1314SourceSink1000000,365,714,246.90104165500262,83078.45000000001
4,0,327SourceSink1001953,90,715,527.7774903649552,77118.98999999996
4,0,334SourceSink1002663,90,732,484.2775458759478,129839.28000000046
4,0,535SourceSink1002757,145,734,415.24560833558616,138301.78999999995
4,0,1336SourceSink1002165,370,737,274.73989429893976,73731.01999999999
4,0,2095SourceSink1002393,580,742,117.7270081316272,35235.97999999998
4,0,1228SourceSink1002165,340,746,312.4835350831873,73731.01999999999
4,0,2149SourceSink1002393,595,746,107.56864808962641,35235.97999999998
4,0,679SourceSink1002757,185,750,391.62053109286404,138301.78999999995
4,0,1157SourceSink1002233,320,750,325.9822694944441,82604.62
4,0,1260SourceSink1000000,350,756,304.9992096664968,83078.45000000001
4,0,1646SourceSink1002488,455,759,222.3671813371254,66967.78000000003
