road,id,model_type,name,lat,lon,length,condition
N1,100381,link,LRP233a,22.3815271,91.76522220000001,0.0,R
N1,100382,bridge,LRP233a,22.3797011826666,91.7670476533333,8.3,A
N1,100383,link,LRP234,22.379166,91.7675827,455.0000000000125,R
N1,100384,bridge,LRP234a,22.3696841276595,91.7739258709219,3.0,A
N1,100385,link,LRP235,22.369166,91.77419379999999,9619.00000000003,R
N1,100386,bridge,LRP236a,22.3599057425992,91.8522694918171,4.65,C
N1,100387,link,LRP246,22.3561111,91.8531667,85.00000000000796,R
N1,100388,bridge,LRP238a,22.3522674714754,91.852622049836,15.8,A
N1,100389,link,LRP247,22.347388600000002,91.85194440000001,593.0000000000177,R
N1,100390,bridge,LRP239a,22.3395393508599,91.8533871579852,39.67,C
N1,100391,link,LRP248,22.3387497,91.85347220000001,224.00000000001796,R
N1,100392,bridge,LRP240a,22.3357673216494,91.8538536927835,39.4,B
N1,100393,link,LRP249,22.3314716,91.8515556,209.00000000000318,R
N1,100394,bridge,LRP241a,22.3266451369152,91.852759390139,954.5,A
N1,100395,link,LRP250,22.3228327,91.85355559999999,941.0000000000309,R
N1,100396,bridge,LRP242b,22.3129265129032,91.856181916129,17.3,A
N1,100397,link,LRP251a,22.310833300000002,91.8570278,504.0000000000191,R
N1,100398,bridge,LRP243b,22.306457756,91.860449028,15.2,C
N1,100399,link,LRP252a,22.304305600000003,91.8621667,0.0,R
N1,100400,bridge,LRP244a,22.3026235524271,91.8635646970873,3.0,A
N1,100401,link,LRP252b,22.302166699999997,91.86394440000001,0.0,R
N1,100402,bridge,LRP244b,22.3002851293515,91.8652980307167,5.7,B
N1,100403,link,LRP253,22.299888600000003,91.8655833,0.0,R
N1,100404,bridge,LRP244c,22.2975350260563,91.866363031514,3.0,A
N1,100405,link,LRP253a,22.2950274,91.8671938,0.0,R
N1,100406,bridge,LRP245a,22.2932366309133,91.8684360651053,1.5,A
N1,100407,link,LRP254,22.291944100000002,91.8693327,50.99999999998772,R
N1,100408,bridge,LRP245b,22.2916421411764,91.8702911411764,3.0,A
N1,100409,link,LRP254b,22.2916108,91.8711382,0.0,R
N1,100410,bridge,LRP246a,22.2926079302013,91.8730201176733,3.0,A
N1,100411,link,LRP254c,22.293582999999998,91.8748604,0.0,R
N1,100412,bridge,LRP246b,22.2944653526717,91.876717971374,3.0,A
N1,100413,link,LRP254d,22.294638600000003,91.8770827,120.9999999999809,R
N1,100414,bridge,LRP247a,22.2962698699619,91.8807528022813,116.5,C
N1,100415,link,LRP255b,22.298388600000003,91.885583,689.0000000000214,R
N1,100416,bridge,LRP248a,22.2988369230769,91.8873512822898,3.0,B
N1,100417,link,LRP256a,22.3,91.8915552,614.0000000000043,R
N1,100418,bridge,LRP249a,22.3021025781938,91.8992582823788,3.1,B
N1,100419,link,LRP258,22.302722199999998,91.9015556,103.00000000000864,R
N1,100420,bridge,LRP250a,22.3035365502293,91.9044227217889,3.0,A
N1,100421,link,LRP259,22.3053611,91.91063890000001,302.99999999999727,R
N1,100422,bridge,LRP251a,22.3083189877358,91.9142153009434,3.0,A
N1,100423,link,LRP259b,22.309694399999998,91.91575,441.0000000000309,R
N1,100424,bridge,LRP252a,22.3137546831094,91.9203176378118,3.0,A
N1,100425,link,LRP260b,22.3156389,91.9224993,121.00000000003774,R
N1,100426,bridge,LRP252c,22.3157468089473,91.9243524131578,3.0,A
N1,100427,link,LRP261,22.3155556,91.9253882,750.0,R
N1,100428,bridge,LRP253a,22.3137565607999,91.9339832312,5.3,A
N1,100429,link,LRP262,22.31375,91.93452740000001,1617.999999999995,R
N1,100430,bridge,LRP255a,22.3084394099236,91.9483886979643,3.0,A
N1,100431,link,LRP264,22.3067222,91.9491941,2000.0,R
N1,100432,bridge,LRP257a,22.3006016043999,91.9658457726,50.3,B
N1,100433,link,LRP267,22.297944100000002,91.973916,1227.0000000000323,R
N1,100434,bridge,LRP260a,22.2911451997412,91.9833668252263,12.4,A
N1,100435,link,LRP269,22.2878052,91.9883886,400.0000000000341,R
N1,100436,bridge,LRP261a,22.2859320161666,91.992309198,61.0,B
N1,100437,link,LRP270,22.283638600000003,91.9967497,269.9999999999818,R
N1,100438,bridge,LRP262a,22.2811424692972,91.9995571696216,14.0,B
N1,100439,link,LRP271,22.276193799999998,92.00438890000001,484.0000000000373,R
N1,100440,bridge,LRP263b,22.2710895749999,92.00559725,3.0,A
N1,100441,link,LRP272,22.2676104,92.0058056,640.0000000000432,R
N1,100442,bridge,LRP264a,22.2611613745967,92.0073035838709,14.8,C
N1,100443,link,LRP272c,22.2600833,92.0075556,0.0,R
N1,100444,bridge,LRP264c,22.2590515857142,92.0081111238095,9.8,C
N1,100445,link,LRP273,22.259,92.0081389,403.00000000002,R
N1,100446,bridge,LRP265a,22.2549374824626,92.0103021287313,9.2,A
N1,100447,link,LRP273b,22.2538611,92.01125,0.0,R
N1,100448,bridge,LRP265b,22.2531199613981,92.0119718729483,6.0,A
N1,100449,link,LRP274,22.2517222,92.0133333,343.00000000001774,R
N1,100450,bridge,LRP267a,22.2487130149162,92.0158341025875,9.4,A
N1,100451,link,LRP275,22.2449997,92.019166,602.0000000000323,R
N1,100452,bridge,LRP268a,22.24038615762,92.0217918336116,14.0,A
N1,100453,link,LRP275b,22.237194100000004,92.0230549,0.0,R
N1,100454,bridge,LRP268b,22.2366345532374,92.0232647489208,14.0,A
N1,100455,link,LRP276,22.236082999999997,92.0234716,577.9999999999745,R
N1,100456,bridge,LRP269a,22.2314978226851,92.0249656611111,12.7,B
N1,100457,link,LRP277,22.227916,92.0258882,24.00000000000091,R
N1,100458,bridge,LRP269c,22.2260608528604,92.0264650356979,9.4,B
N1,100459,link,LRP277c,22.2240271,92.02708270000001,0.0,R
N1,100460,bridge,LRP270a,22.2222719897959,92.0273785979591,14.0,A
N1,100461,link,LRP278,22.2192493,92.02788819999999,247.99999999999045,R
N1,100462,bridge,LRP271a,22.2155873504854,92.0290230394174,9.2,A
N1,100463,link,LRP278b,22.2131389,92.0304993,833.9999999999463,R
N1,100464,bridge,LRP272a,22.2071026538461,92.03633246993,50.8,D
N1,100465,link,LRP279c,22.2059444,92.03702740000001,116.9999999999618,R
N1,100466,bridge,LRP272c,22.2049837597806,92.0383312340036,9.2,B
N1,100467,link,LRP281,22.197777399999996,92.0433886,2847.000000000037,R
N1,100468,bridge,LRP276a,22.1739178955307,92.0532925435754,12.3,B
N1,100469,link,LRP284,22.1735827,92.0534167,2515.000000000043,R
N1,100470,bridge,LRP279a,22.1586272806451,92.0682063096774,211.0,B
N1,100471,link,LRP286b,22.1580556,92.06861040000001,941.0000000000309,R
N1,100472,bridge,LRP280a,22.1498523145631,92.0696330718446,9.2,A
N1,100473,link,LRP288,22.149138600000004,92.0696104,1253.9999999999623,R
N1,100474,bridge,LRP282a,22.1369522329341,92.0699301281437,12.4,A
N1,100475,link,LRP289b,22.133444100000002,92.0700827,0.0,R
N1,100476,bridge,LRP282c,22.1325208428571,92.0701565366459,15.4,A
N1,100477,link,LRP290,22.1320549,92.0701938,180.00000000000682,R
N1,100478,bridge,LRP282e,22.1299160285714,92.0706024714285,33.65,A
N1,100479,link,LRP290c,22.1285271,92.0708604,31.00000000000591,R
N1,100480,bridge,LRP283a,22.1277338010309,92.0710012276288,27.9,A
N1,100481,link,LRP291,22.1240271,92.07158270000001,9.999999999990905,R
N1,100482,bridge,LRP283c,22.1230775989717,92.071701048329,15.4,A
N1,100483,link,LRP291b,22.1208049,92.0719438,0.0,R
N1,100484,bridge,LRP283d,22.1204875006655,92.0719705134775,20.4,A
N1,100485,link,LRP292,22.1151944,92.072416,0.0,R
N1,100486,bridge,LRP284a,22.1133524851063,92.0726869042553,5.0,A
N1,100487,link,LRP292a,22.1133056,92.0726938,1387.9999999999768,R
N1,100488,bridge,LRP286b,22.09827857,92.074800422,7.2,A
N1,100489,link,LRP293c,22.0977497,92.0750271,641.9999999999959,R
N1,100490,bridge,LRP287a,22.0935775004504,92.0805047995495,11.2,A
N1,100491,link,LRP295,22.092833,92.0812493,1502.0000000000095,R
N1,100492,bridge,LRP288a,22.0840668315789,92.093196937799,2.0,A
N1,100493,link,LRP297,22.0826104,92.0958886,300.00000000001137,R
N1,100494,bridge,LRP289a,22.080520608,92.0984855314285,12.6,A
N1,100495,link,LRP298,22.075221600000003,92.1001944,737.0000000000232,R
N1,100496,bridge,LRP291a,22.0695600813559,92.1042754237288,30.3,B
N1,100497,link,LRP299,22.0686938,92.10525,0.0,R
N1,100498,bridge,LRP291c,22.0679099558303,92.1055530035335,2.0,A
N1,100499,link,LRP299a,22.064166699999998,92.10700000000001,45.000000000015916,R
N1,100500,bridge,LRP291d,22.0637567157894,92.1071061094736,38.8,A
N1,100501,link,LRP299c,22.0605556,92.10780559999999,432.00000000001637,R
N1,100502,bridge,LRP292b,22.0565051155339,92.1090854592233,8.2,A
N1,100503,link,LRP300b,22.052277800000002,92.10911109999999,0.0,R
N1,100504,bridge,LRP293a,22.0519296419354,92.1090613887096,12.6,A
N1,100505,link,LRP301,22.0516944,92.10902779999999,329.9999999999841,R
N1,100506,bridge,LRP293c,22.0483713234624,92.1081938519362,6.0,A
N1,100507,link,LRP301b,22.044971899999997,92.1078333,95.00000000002728,R
N1,100508,bridge,LRP294a,22.0440962566176,92.1070629529411,13.64,A
N1,100509,link,LRP302,22.043444100000002,92.1063056,694.9999999999932,R
N1,100510,bridge,LRP294c,22.0375898525773,92.1039891092783,2.5,A
N1,100511,link,LRP303,22.037083,92.1039722,567.0000000000073,R
N1,100512,bridge,LRP295a,22.031864884656,92.1041246666666,2.5,A
N1,100513,link,LRP303b,22.028916,92.10355559999999,0.0,R
N1,100514,bridge,LRP295b,22.0287013636363,92.1034293272727,68.8,A
N1,100515,link,LRP304,22.028443799999998,92.10327779999999,19.000000000005457,R
N1,100516,bridge,LRP296a,22.0260045474972,92.1026967443826,2.0,A
N1,100517,link,LRP305,22.020666000000002,92.1015556,13.999999999953161,R
N1,100518,bridge,LRP296b,22.0204980278439,92.1014277681473,10.0,A
N1,100519,link,LRP306,22.0153056,92.094833,0.0,R
N1,100520,bridge,LRP298a,22.0078200503225,92.0927765812903,3.0,A
N1,100521,link,LRP306a,22.007722199999996,92.0927497,48.99999999997817,R
N1,100522,bridge,LRP299a,22.0041726139784,92.0905686346236,12.6,A
N1,100523,link,LRP307a,22.003916699999998,92.0904163,0.0,R
N1,100524,bridge,LRP299c,22.00042964,92.0883193766666,6.2,A
N1,100525,link,LRP307b,21.9999441,92.08802740000002,16.000000000019554,R
N1,100526,bridge,LRP300a,21.9958359641681,92.0874589126142,3.0,A
N1,100527,link,LRP308a,21.9951108,92.0873608,16.999999999995907,R
N1,100528,bridge,LRP300d,21.9922334387096,92.0863582073732,58.8,A
N1,100529,link,LRP308c,21.991388600000004,92.086083,78.99999999995089,R
N1,100530,bridge,LRP301a,21.990280244375,92.08568596625,14.2,A
N1,100531,link,LRP309a,21.9893886,92.08533299999999,0.0,R
N1,100532,bridge,LRP301b,21.9870408741379,92.0839943655172,22.0,B
N1,100533,link,LRP309b,21.986221899999997,92.08352740000001,413.0000000000109,R
N1,100534,bridge,LRP302a,21.9819040437735,92.080773326415,22.4,B
N1,100535,link,LRP310a,21.9811104,92.0800271,25.000000000034106,R
N1,100536,bridge,LRP302c,21.9804623633858,92.0788716271653,18.7,A
N1,100537,link,LRP310c,21.979888199999998,92.0778327,0.0,R
N1,100538,bridge,LRP302e,21.979298574269,92.0758492263157,3.5,A
N1,100539,link,LRP310d,21.9789716,92.07474930000001,133.0000000000382,R
N1,100540,bridge,LRP303a,21.9738684029498,92.0683204789577,2.5,A
N1,100541,link,LRP312,21.9729438,92.0670827,170.99999999999227,R
N1,100542,bridge,LRP304b,21.9689581196808,92.0641501117021,1.5,A
N1,100543,link,LRP312b,21.967666,92.0635,265.0000000000432,R
N1,100544,bridge,LRP305a,21.9622138572549,92.0633168764705,22.4,A
N1,100545,link,LRP313a,21.9620278,92.0633611,21.000000000015007,R
N1,100546,bridge,LRP305c,21.9592401112903,92.0652791298387,8.2,A
N1,100547,link,LRP313c,21.9590833,92.0653889,0.0,R
N1,100548,bridge,LRP306a,21.9580321636363,92.0663932818182,3.0,A
N1,100549,link,LRP314,21.9578333,92.0665833,84.99999999997954,R
N1,100550,bridge,LRP306b,21.9520795406909,92.0678138084453,22.3,B
N1,100551,link,LRP314b,21.9516111,92.0678604,324.0000000000123,R
N1,100552,bridge,LRP307a,21.9453993720173,92.0669286609544,1.4,A
N1,100553,link,LRP315a,21.9446663,92.06680490000001,538.9999999999873,R
N1,100554,bridge,LRP308a,21.9360290154471,92.0625427235772,4.5,A
N1,100555,link,LRP316a,21.9354441,92.0623056,0.0,R
N1,100556,bridge,LRP308b,21.9339454415019,92.0616661541501,9.3,A
N1,100557,link,LRP316b,21.9333608,92.0614167,0.0,R
N1,100558,bridge,LRP309a,21.9323086726114,92.0608009579617,4.5,A
N1,100559,link,LRP317,21.932221600000002,92.06075,78.00000000003138,R
N1,100560,bridge,LRP309b,21.93038125,92.0596840375,4.7,A
N1,100561,link,LRP317b,21.929610399999998,92.05927779999999,673.0000000000018,R
N1,100562,bridge,LRP310a,21.9179119605128,92.0597362988034,2.0,A
N1,100563,link,LRP318a,21.9177216,92.05977779999999,0.0,R
N1,100564,bridge,LRP310b,21.9167591663366,92.0599899313531,3.0,A
N1,100565,link,LRP318b,21.9160833,92.06013890000001,146.99999999999136,R
N1,100566,bridge,LRP311a,21.9140727206278,92.0605472089686,4.0,A
N1,100567,link,LRP319a,21.9128611,92.0606667,0.0,R
N1,100568,bridge,LRP311b,21.909622912133,92.0605661266144,9.2,A
N1,100569,link,LRP319b,21.9083889,92.06052779999999,1206.0000000000173,R
N1,100570,bridge,LRP313b,21.8910236519337,92.0597010756906,13.64,A
N1,100571,link,LRP321b,21.890888600000004,92.05966670000001,282.0000000000391,R
N1,100572,bridge,LRP314a,21.8812215213685,92.0590015447779,9.3,A
N1,100573,link,LRP322a,21.8810271,92.05897220000001,178.99999999997362,R
N1,100574,bridge,LRP315a,21.8751197401574,92.0591098413385,3.0,A
N1,100575,link,LRP323a,21.874916,92.0591111,500.99999999997635,R
N1,100576,bridge,LRP316a,21.8628351415656,92.0594848712238,3.0,A
N1,100577,link,LRP324a,21.8625,92.0595,92.99999999996089,R
N1,100578,bridge,LRP317a,21.8599725797297,92.0601907085585,56.2,C
N1,100579,link,LRP325a,21.859722199999997,92.0602778,58.99999999996908,R
N1,100580,bridge,LRP318a,21.8529287900552,92.0609576198894,14.3,A
N1,100581,link,LRP326,21.85275,92.06097220000001,21.000000000015007,R
N1,100582,bridge,LRP318b,21.8508595323144,92.0609491344978,2.1,A
N1,100583,link,LRP326b,21.8505,92.0609444,764.9999999999864,R
N1,100584,bridge,LRP319a,21.8429700741784,92.0635984638497,4.5,A
N1,100585,link,LRP327a,21.842582999999998,92.0638611,0.0,R
N1,100586,bridge,LRP319b,21.8403935683229,92.0649325472049,3.0,A
N1,100587,link,LRP327b,21.8399719,92.06513890000001,482.00000000002774,R
N1,100588,bridge,LRP320a,21.8341033152866,92.0682735910828,15.8,A
N1,100589,link,LRP328a,21.8336663,92.0684438,653.00000000002,R
N1,100590,bridge,LRP321a,21.8280258214285,92.0713035547619,7.3,A
N1,100591,link,LRP329a,21.8256938,92.07238819999999,48.00000000000182,R
N1,100592,bridge,LRP321d,21.8211428750483,92.0740201388781,12.4,A
N1,100593,link,LRP329c,21.8208882,92.07411040000001,149.0000000000009,R
N1,100594,bridge,LRP322a,21.8181692602209,92.0739442353591,14.0,A
N1,100595,link,LRP330a,21.8179716,92.073916,1675.0000000000114,R
N1,100596,bridge,LRP323b,21.8034238025641,92.0772322128205,14.0,A
N1,100597,link,LRP331b,21.8031389,92.0772493,1017.9999999999723,R
N1,100598,bridge,LRP325a,21.787854008387,92.0788540064516,20.6,A
N1,100599,link,LRP333a,21.787388600000003,92.0788882,0.0,R
N1,100600,bridge,LRP325c,21.786997484,92.0789493159999,21.0,A
N1,100601,link,LRP333b,21.7864997,92.07902709999999,138.00000000003365,R
N1,100602,bridge,LRP326a,21.7841953311111,92.0792425355555,14.2,B
N1,100603,link,LRP334a,21.7836941,92.0792771,1319.0000000000168,R
N1,100604,bridge,LRP327a,21.7735339222222,92.0839144733333,15.7,A
N1,100605,link,LRP335d,21.7732771,92.0837219,0.0,R
N1,100606,bridge,LRP328a,21.7715943354948,92.0821099546075,300.0,C
N1,100607,link,LRP336,21.7713049,92.0818327,3129.9999999999955,R
N1,100608,bridge,LRP331a,21.7401466184971,92.0826243745664,9.3,B
N1,100609,link,LRP339a,21.739249700000002,92.0828604,0.0,R
N1,100610,bridge,LRP332a,21.7385629191489,92.0831876319149,14.0,A
N1,100611,link,LRP340,21.738083,92.0834163,50.99999999998772,R
N1,100612,bridge,LRP332b,21.7326068595588,92.0837488330882,5.2,A
N1,100613,link,LRP340b,21.7315827,92.0838052,0.0,R
N1,100614,bridge,LRP332c,21.7309878314917,92.0838156441988,38.8,A
N1,100615,link,LRP340c,21.729999300000003,92.083833,108.00000000000409,R
N1,100616,bridge,LRP333a,21.7240739341074,92.083544148476,12.6,A
N1,100617,link,LRP341a,21.7229438,92.0834719,1343.999999999994,R
N1,100618,bridge,LRP335a,21.7092513759013,92.0806750603415,12.8,A
N1,100619,link,LRP343a,21.708027800000004,92.08005490000001,488.99999999991905,R
N1,100620,bridge,LRP336a,21.7028300370967,92.0786456251612,9.3,A
N1,100621,link,LRP344a,21.7013611,92.07838819999999,2710.0000000000364,R
N1,100622,bridge,LRP339a,21.676279289928,92.0768074748201,59.6,A
N1,100623,link,LRP347a,21.674749300000002,92.0766104,61.99999999995498,R
N1,100624,bridge,LRP339c,21.6721049602836,92.0763992531915,14.0,A
N1,100625,link,LRP347c,21.6704438,92.0762771,129.99999999999545,R
N1,100626,bridge,LRP340a,21.6629404415143,92.075071645953,3.5,A
N1,100627,link,LRP348b,21.6618889,92.074916,143.0000000000291,R
N1,100628,bridge,LRP341a,21.6600543017045,92.0751025664772,54.03,C
N1,100629,link,LRP349a,21.659055600000002,92.0751382,840.0000000000318,R
N1,100630,bridge,LRP342a,21.6508560658227,92.0735619202531,60.03,C
N1,100631,link,LRP350a,21.6497219,92.07330490000001,79.99999999998408,R
N1,100632,bridge,LRP342c,21.6480847609561,92.0733292227091,4.5,A
N1,100633,link,LRP350d,21.6468052,92.0733604,2493.000000000052,R
N1,100634,bridge,LRP345a,21.6225351880109,92.0737034768392,1.45,B
N1,100635,link,LRP353a,21.6213604,92.0724438,266.00000000001955,R
N1,100636,bridge,LRP346a,21.618376660401,92.0691713375939,45.3,B
N1,100637,link,LRP354a,21.617166,92.0679993,545.0000000000159,R
N1,100638,bridge,LRP347a,21.6065189670012,92.0623070695106,7.0,A
N1,100639,link,LRP356,21.6039167,92.0619444,57.00000000001637,R
N1,100640,bridge,LRP348a,21.5985935301507,92.061801241206,9.3,A
N1,100641,link,LRP356b,21.5977219,92.06177779999999,0.0,R
N1,100642,bridge,LRP348b,21.5960736973421,92.0614095408637,14.0,A
N1,100643,link,LRP357,21.5951108,92.0611944,82.00000000005048,R
N1,100644,bridge,LRP349a,21.5894309740196,92.0630313509804,1.4,A
N1,100645,link,LRP357b,21.588583,92.06330559999999,0.0,R
N1,100646,bridge,LRP349b,21.5876028,92.0649047857142,4.5,C
N1,100647,link,LRP358,21.5875274,92.0650278,267.99999999997226,R
N1,100648,bridge,LRP350a,21.5830741250341,92.0657158465116,2.5,A
N1,100649,link,LRP359,21.5791938,92.06680490000001,129.0000000000191,R
N1,100650,bridge,LRP351a,21.5744075162901,92.0707446712247,12.4,A
N1,100651,link,LRP360,21.5717216,92.07180490000002,1019.9999999999818,R
N1,100652,bridge,LRP352a,21.5623201688888,92.0698139251851,9.5,A
N1,100653,link,LRP361a,21.5618056,92.0696382,121.00000000009459,R
N1,100654,bridge,LRP353a,21.5603042595174,92.0691476,4.8,A
N1,100655,link,LRP362,21.5555,92.06797159999999,0.0,R
N1,100656,bridge,LRP354a,21.5554256122448,92.0679503244898,46.0,A
N1,100657,link,LRP362a,21.5553056,92.067916,521.000000000015,R
N1,100658,bridge,LRP354d,21.5470666065573,92.0668953754098,44.6,C
N1,100659,link,LRP363,21.546583,92.0668327,2147.9999999999677,R
N1,100660,bridge,LRP357a,21.5255297395348,92.0653252244186,14.0,A
N1,100661,link,LRP365c,21.5234716,92.0656111,159.00000000004866,R
N1,100662,bridge,LRP357d,21.5207709407407,92.0661440629629,15.4,A
N1,100663,link,LRP366,21.520666000000002,92.0661667,0.0,R
N1,100664,bridge,LRP357f,21.5195088091891,92.0666746302702,5.0,A
N1,100665,link,LRP366a,21.5161111,92.068166,0.0,R
N1,100666,bridge,LRP358a,21.5137419731132,92.069340890566,3.0,A
N1,100667,link,LRP366b,21.512694399999997,92.06986040000001,27.000000000043656,R
N1,100668,bridge,LRP358b,21.5104396976562,92.0708606554687,2.5,A
N1,100669,link,LRP367a,21.5083889,92.07174930000001,204.00000000000773,R
N1,100670,bridge,LRP359a,21.5065069274647,92.0733026419014,7.5,A
N1,100671,link,LRP368,21.505,92.07455490000001,1047.999999999945,R
N1,100672,bridge,LRP360a,21.4957534922651,92.0776785856353,14.0,A
N1,100673,link,LRP370,21.490194100000004,92.08180490000001,1959.9999999999795,R
N1,100674,bridge,LRP363b,21.4782130684357,92.0947151779329,7.2,A
N1,100675,link,LRP372a,21.4767771,92.0957497,0.0,R
N1,100676,bridge,LRP364a,21.4755164496,92.0967866511999,14.0,A
N1,100677,link,LRP372b,21.4750549,92.0971663,0.0,R
N1,100678,bridge,LRP364c,21.4738446327586,92.0980125862068,3.0,A
N1,100679,link,LRP373,21.4713604,92.0997497,80.00000000004093,R
N1,100680,bridge,LRP364d,21.470055530337,92.1006402232209,57.6,A
N1,100681,link,LRP373c,21.466721600000003,92.1025,0.0,R
N1,100682,bridge,LRP365a,21.4655415307901,92.1026566882833,14.0,B
N1,100683,link,LRP374,21.4635833,92.10291670000001,1771.0000000000719,R
N1,100684,bridge,LRP367a,21.4505569351351,92.0994681432432,9.2,A
N1,100685,link,LRP376,21.449610800000002,92.0994997,654.9999999999727,R
N1,100686,bridge,LRP368a,21.4433865625,92.1012678785714,1.5,A
N1,100687,link,LRP376c,21.4421663,92.10086109999999,0.0,R
N1,100688,bridge,LRP368c,21.4418389714285,92.1007083571428,58.6,B
N1,100689,link,LRP376d,21.4417497,92.1006667,528.9999999999964,R
N1,100690,bridge,LRP369a,21.4372009552325,92.0983672723837,3.0,A
N1,100691,link,LRP377b,21.434583,92.09738859999999,0.0,R
N1,100692,bridge,LRP369b,21.4342084624161,92.0972607067114,2.5,A
N1,100693,link,LRP378,21.433444100000003,92.0969997,285.000000000025,R
N1,100694,bridge,LRP369c,21.4308087593886,92.0961182921397,7.2,A
N1,100695,link,LRP378b,21.429027100000003,92.09549969999999,0.0,R
N1,100696,bridge,LRP370a,21.4288400316455,92.0953913860759,3.5,A
N1,100697,link,LRP378c,21.428499300000002,92.0951941,112.99999999999955,R
N1,100698,bridge,LRP370c,21.4283515971831,92.0940714267605,12.8,A
N1,100699,link,LRP379,21.428110399999998,92.0914719,191.00000000008777,R
N1,100700,bridge,LRP370e,21.427895984,92.089450816,18.8,A
N1,100701,link,LRP379b,21.427888199999998,92.08938859999999,560.9999999999786,R
N1,100702,bridge,LRP371a,21.4271063768115,92.0840258231884,8.2,A
N1,100703,link,LRP380,21.4269716,92.0821104,175.99999999998772,R
N1,100704,bridge,LRP371c,21.4267747132812,92.0804427367187,7.4,A
N1,100705,link,LRP380b,21.426471600000003,92.0767771,0.0,R
N1,100706,bridge,LRP372a,21.4264716,92.0767771,12.4,A
N1,100707,link,LRP381,21.4267216,92.0730827,0.0,R
N1,100708,bridge,LRP372c,21.4273654498084,92.0708934808429,9.4,A
N1,100709,link,LRP381a,21.427416,92.07072159999998,739.0000000000327,R
N1,100710,bridge,LRP373a,21.4271759977099,92.0634431893129,2.0,A
N1,100711,link,LRP382a,21.4270827,92.0632778,0.0,R
N1,100712,bridge,LRP373b,21.4273089357414,92.0610656669201,6.8,A
N1,100713,link,LRP382b,21.427332699999997,92.0608333,0.0,R
N1,100714,bridge,LRP374a,21.4278354522255,92.0579673860534,16.6,A
N1,100715,link,LRP382c,21.427888199999998,92.0576667,0.0,R
N1,100716,bridge,LRP374c,21.4280296848739,92.0557570361344,18.6,A
N1,100717,link,LRP382d,21.4280549,92.0554167,29.000000000053205,R
N1,100718,bridge,LRP374e,21.4280584948275,92.0532281715517,7.2,A
N1,100719,link,LRP383a,21.4280549,92.0529444,0.0,R
N1,100720,bridge,LRP375a,21.4275245,92.0486482172786,13.0,A
N1,100721,link,LRP383b,21.4274993,92.0484441,290.00000000002046,R
N1,100722,bridge,LRP375c,21.4294452102564,92.0443807192307,10.9,A
N1,100723,link,LRP384a,21.4295549,92.044083,0.0,R
N1,100724,bridge,LRP376a,21.4297884,92.0395945696,9.2,A
N1,100725,link,LRP384b,21.4298049,92.0392774,478.00000000000864,R
N1,100726,bridge,LRP377a,21.4294033629834,92.0318887491712,148.5,A
N1,100727,link,LRP385b,21.429443799999998,92.0316104,141.0000000000764,R
N1,100728,bridge,LRP377c,21.4303257834586,92.0296206984962,3.5,A
N1,100729,link,LRP385d,21.430416,92.02930490000001,105.9999999999377,R
N1,100730,bridge,LRP377d,21.4301539217391,92.0283434956521,10.3,A
N1,100731,link,LRP386a,21.429888199999997,92.02797159999999,0.0,R
N1,100732,bridge,LRP377f,21.426498621044,92.0238834076672,9.0,A
N1,100733,link,LRP386b,21.426249300000002,92.0235827,78.00000000003138,R
N1,100734,bridge,LRP378a,21.423063061512,92.0267879589347,4.5,C
N1,100735,link,LRP387a,21.4225549,92.0274438,397.0000000000482,R
N1,100736,bridge,LRP379a,21.4194017834586,92.031682906015,2.4,C
N1,100737,link,LRP388a,21.419110399999997,92.032416,0.0,R
N1,100738,bridge,LRP379b,21.4170232427616,92.0347260730512,7.2,B
N1,100739,link,LRP388b,21.4165,92.0353052,0.0,R
N1,100740,bridge,LRP379c,21.4161167631868,92.0359357093406,8.1,C
N1,100741,link,LRP388c,21.4156389,92.0367219,134.9999999999909,R
N1,100742,bridge,LRP380a,21.4142599314893,92.0386736859574,10.9,A
N1,100743,link,LRP389a,21.413583300000003,92.0393886,0.0,R
N1,100744,bridge,LRP380c,21.4124968430517,92.0395268517711,8.3,A
N1,100745,link,LRP389b,21.412055600000002,92.039583,220.00000000002728,R
N1,100746,bridge,LRP380e,21.4110029325153,92.0443379558282,8.3,B
N1,100747,link,LRP389e,21.4103056,92.0453052,56.99999999995953,R
N1,100748,bridge,LRP381a,21.4102488567901,92.0480366814814,2.2,B
N1,100749,link,LRP390a,21.41025,92.04805520000001,0.0,R
N1,100750,bridge,LRP381b,21.4102981858461,92.0496622239999,8.2,A
N1,100751,link,LRP390b,21.4103333,92.0508333,0.0,R
N1,100752,bridge,LRP381c,21.4099236838827,92.0518884435897,1.9,A
N1,100753,link,LRP390c,21.409416699999998,92.0531944,180.00000000000682,R
N1,100754,bridge,LRP382a,21.4088399161904,92.0550238095238,3.0,A
N1,100755,link,LRP391a,21.4079722,92.056,0.0,R
N1,100756,bridge,LRP382b,21.4079574071005,92.0560124923076,2.8,A
N1,100757,link,LRP391b,21.406722199999997,92.0570556,0.0,R
N1,100758,bridge,LRP382c,21.4063607143344,92.0580467784983,10.0,D
N1,100759,link,LRP391c,21.4058611,92.0594167,0.0,R
N1,100760,bridge,LRP383a,21.4041499171641,92.0618387037313,1.6,A
N1,100761,link,LRP392,21.4040556,92.06197220000001,156.99999999998226,R
N1,100762,bridge,LRP383b,21.402009374844,92.0647406251559,3.6,A
