id,weight,condition,lat,lon,id,road,chainage,economic_importance,road_segment,v_score,e_score,v_score_n,e_score_n,ve_score
10072,5.5,A,23.59080885,90.63023686,10072,N1,29.17872,19930480.0,N1-9,5.5,19930480.0,0.002740780480977817,0.7976168568273831,0.00218609271249137
10074,5.6,A,23.58631812,90.63450942,10074,N1,29.85232,19930480.0,N1-9,5.6,19930480.0,0.0027990949592964936,0.7976168568273831,0.002232605323395441
10076,172.1,A,23.57798002,90.64191931,10076,N1,31.219420000000003,19930480.0,N1-10,172.1,19930480.0,0.09989270135989362,0.7976168568273831,0.0796761024786748
10078,173.25,A,23.57798002,90.64191931,10078,N1,31.392670000000003,19930480.0,N1-10,173.25,19930480.0,0.1005633178605584,0.7976168568273831,0.08021099750407164
10080,29.85,A,23.57163063,90.64541592,10080,N1,32.245520000000006,19930480.0,N1-10,29.85,19930480.0,0.016940355951575656,0.7976168568273831,0.013511913467632827
10082,29.77,A,23.57163063,90.64541592,10082,N1,32.275290000000005,19930480.0,N1-10,29.77,19930480.0,0.016893704368920712,0.7976168568273831,0.01347470337890957
10084,34.7,A,23.5660034,90.64862372,10084,N1,33.01399000000001,19930480.0,N1-10,34.7,19930480.0,0.01976860815003149,0.7976168568273831,0.015767775096480308
10086,27.4,A,23.55919103,90.65574757,10086,N1,34.10739000000001,19930480.0,N1-10,27.4,19930480.0,0.015511651232768068,0.7976168568273831,0.01237235450048307
10088,29.85,A,23.55570829,90.65974142,10088,N1,34.70124000000001,19930480.0,N1-10,29.85,19930480.0,0.016940355951575656,0.7976168568273831,0.013511913467632827
10090,29.83,A,23.55570829,90.65974142,10090,N1,34.73107000000001,19930480.0,N1-10,29.83,19930480.0,0.01692869305591192,0.7976168568273831,0.013502610945452012
10092,29.87,A,23.55174219,90.66435388,10092,N1,35.40994000000001,19930480.0,N1-10,29.87,19930480.0,0.016952018847239392,0.7976168568273831,0.013521215989813644
10094,29.9,A,23.55174219,90.66435388,10094,N1,35.43984000000001,19930480.0,N1-10,29.9,19930480.0,0.016969513190734992,0.7976168568273831,0.013535169773084861
10096,9.1,A,23.54773774,90.66905541,10096,N1,36.104940000000006,19930480.0,N1-11,9.1,19930480.0,0.004840101700450187,0.7976168568273831,0.0038605467050379506
10098,5.2,A,23.54762464,90.66919207,10098,N1,36.12914000000001,19930480.0,N1-11,5.2,19930480.0,0.0025658370460217863,0.7976168568273831,0.002046554879779155
10100,72.49,A,23.54268543,90.67482921,10100,N1,36.99663000000001,19930480.0,N1-11,72.49,19930480.0,0.041805649506659506,0.7976168568273831,0.033344890757128993
10102,59.83,A,23.54268543,90.67482921,10102,N1,37.05646000000001,19930480.0,N1-11,59.83,19930480.0,0.03442303655151501,0.7976168568273831,0.027456394216673525
10104,5.1,C,23.53939102,90.67845779,10104,N1,37.58156000000001,19930480.0,N1-11,20.4,19930480.0,0.011429637750460683,0.7976168568273831,0.009116471737198052
10106,9.5,A,23.53277519,90.68587011,10106,N1,38.66106000000001,18981280.0,N1-12,9.5,18981280.0,0.005073359613724895,0.7586262421788738,0.00384878373898218
10108,25.45,A,23.53139966,90.68744893,10108,N1,38.91351000000001,18981280.0,N1-12,25.45,18981280.0,0.014374518905553869,0.7586262421788738,0.01090488726044951
10110,25.45,A,23.53139966,90.68744893,10110,N1,38.93896000000001,18981280.0,N1-12,25.45,18981280.0,0.014374518905553869,0.7586262421788738,0.01090488726044951
10112,8.4,A,23.53015196,90.68979518,10112,N1,39.24636000000001,18981280.0,N1-12,8.4,18981280.0,0.004431900352219449,0.7586262421788738,0.0033621559099154675
10114,1408.8,A,23.53038447,90.70244027,10114,N1,41.95816000000001,18981280.0,N1-12,1408.8,18981280.0,0.8210678547269715,0.7586262421788738,0.6228836212053919
10116,23.1,C,23.532418600000003,90.72428072,10116,N1,44.27526,18981280.0,N1-12,92.4,18981280.0,0.0534160621399081,0.7586262421788738,0.040522826493191694
10118,6.0,B,23.53175878,90.72917801,10118,N1,44.83726,18981280.0,N1-12,12.0,18981280.0,0.006531221571691818,0.7586262421788738,0.004954756077770162
10120,16.5,C,23.52980506,90.75825325,10120,N1,47.92976,18981280.0,N1-14,66.0,18981280.0,0.038021039863777376,0.7586262421788738,0.028843758595590588
10122,3.9,C,23.53076553,90.78007973,10122,N1,50.161660000000005,18981280.0,N1-14,15.6,18981280.0,0.00863054279116419,0.7586262421788738,0.006547356245624857
10124,6.5,C,23.53086834,90.79180752,10124,N1,51.87516000000001,18981280.0,N1-14,26.0,18981280.0,0.014695248536306592,0.7586262421788738,0.011148201174982865
10126,15.9,A,23.53182348,90.81101551,10126,N1,53.40406000000001,18981280.0,N1-14,15.9,18981280.0,0.008805486226120221,0.7586262421788738,0.006680072926279416
10128,12.2,A,23.53297433,90.83097748,10128,N1,55.59026000000001,18981280.0,N1-15,12.2,18981280.0,0.006647850528329172,0.7586262421788738,0.0050432338648732
10130,4.5,C,23.52291667,90.84421861,10130,N1,57.34976000000001,18981280.0,N1-15,18.0,18981280.0,0.010030090270812437,0.7586262421788738,0.007609089690861322
10132,28.9,C,23.51008776,90.8757204,10132,N1,61.07166000000001,18981280.0,N1-15,115.6,18981280.0,0.06694502110984114,0.7586262421788738,0.05078624979714416
10134,5.9,B,23.50600243,90.90217454,10134,N1,63.909560000000006,18981280.0,N1-16,11.8,18981280.0,0.006414592615054465,0.7586262421788738,0.004866278290667124
10136,3.0,B,23.50561314,90.92146602,10136,N1,65.90456,18981280.0,N1-16,6.0,18981280.0,0.003032352872571202,0.7586262421788738,0.002300422464679004
10138,6.0,B,23.50240778,90.94324189,10138,N1,68.17856,18981280.0,N1-16,12.0,18981280.0,0.006531221571691818,0.7586262421788738,0.004954756077770162
10140,3.0,A,23.50135519,90.94738441,10140,N1,68.62156,18981280.0,N1-16,3.0,18981280.0,0.0012829185230108931,0.7586262421788738,0.0009732556581334248
10142,4.6,B,23.49589631,90.97157725,10142,N1,71.26616,20361520.0,N1-17,9.2,20361520.0,0.0048984161787688635,0.8153228350596772,0.00399379056617602
10144,4.5,A,23.49327281,90.98872004,10144,N1,73.13265999999999,20361520.0,N1-17,4.5,20361520.0,0.0021576356977910474,0.8153228350596772,0.0017591696541489617
10146,23.1,C,23.48688059,91.01756669,10146,N1,76.27175999999999,20361520.0,N1-18,92.4,20361520.0,0.0534160621399081,0.8153228350596772,0.04355133522163376
10148,4.6,B,23.48178732,91.04633489,10148,N1,79.39935999999999,20361520.0,N1-18,9.2,20361520.0,0.0048984161787688635,0.8153228350596772,0.00399379056617602
10150,4.6,B,23.48174983,91.05635497,10150,N1,80.43695999999998,20361520.0,N1-18,9.2,20361520.0,0.0048984161787688635,0.8153228350596772,0.00399379056617602
10152,1.5,A,23.48061309,91.06740977,10152,N1,81.60745999999997,20361520.0,N1-19,1.5,20361520.0,0.00040820134823073864,0.8153228350596772,0.00033281588051466837
10154,1.0,C,23.47767229,91.08474064,10154,N1,83.50945999999998,20361520.0,N1-19,4.0,20361520.0,0.0018660633061976628,0.8153228350596772,0.0015214440252099128
10156,3.0,B,23.4781159,91.10703321,10156,N1,86.07945999999997,20361520.0,N1-20,6.0,20361520.0,0.003032352872571202,0.8153228350596772,0.002472346540966108
10160,1.4,A,23.47940839,91.12389208,10160,N1,87.57285999999998,21168960.0,N1-21,1.4,21168960.0,0.00034988686991206165,0.8484903254640097,0.0002968756241272688
10162,2.9,A,23.47954492,91.12904714,10162,N1,88.12775999999998,21168960.0,N1-21,2.9,21168960.0,0.0012246040446922159,0.8484903254640097,0.001039064684445441
10164,23.4,A,23.44363396,91.14936682,10164,N1,92.87515999999998,21168960.0,N1-23,23.4,21168960.0,0.013179072100020991,0.8484903254640097,0.01118231517546046
10166,35.97,C,23.42124877,91.16789434,10166,N1,96.29013,21168960.0,N1-23,143.88,21168960.0,0.08343635557836299,0.8484903254640097,0.07079494050021605
10168,27.35,C,23.41193242,91.19390298,10168,N1,98.82547999999998,21168960.0,N1-23,109.4,21168960.0,0.06332952345408317,0.8484903254640097,0.053734487967035664
10170,27.9,A,23.39765182,91.22342213,10170,N1,102.51037999999998,21168960.0,N1-23,27.9,21168960.0,0.015803223624361453,0.8484903254640097,0.013408882356414976
10172,30.48,A,23.37136478,91.24501754,10172,N1,106.22185999999998,21168960.0,N1-24,30.48,21168960.0,0.01730773716498332,0.8484903254640097,0.014685447540162233
10174,22.8,C,23.35216368,91.25729107,10174,N1,108.76265999999998,21168960.0,N1-24,91.2,21168960.0,0.05271628840008397,0.8484903254640097,0.04472926070184185
10176,14.3,A,23.34267147,91.26448564,10176,N1,110.07396,21168960.0,N1-24,14.3,21168960.0,0.007872454573021388,0.8484903254640097,0.006679701542863549
10178,24.0,A,23.33014623,91.27487928,10178,N1,111.86396,21168960.0,N1-24,24.0,21168960.0,0.013528958969933053,0.8484903254640097,0.01147919079958773
10180,9.2,A,23.31806969,91.28308673,10180,N1,113.47916,21168960.0,N1-24,9.2,21168960.0,0.0048984161787688635,0.8484903254640097,0.004156258737781764
10182,19.2,B,23.30836127,91.2865787,10182,N1,114.66236,21168960.0,N1-24,38.4,21168960.0,0.021926243847822536,0.8484903254640097,0.018604205778642184
10184,2.6,B,23.30343065,91.28897704,10184,N1,115.27296,21168960.0,N1-24,5.2,21168960.0,0.0025658370460217863,0.8484903254640097,0.002177087910266639
10186,3.2,A,23.29796753,91.29101414,10186,N1,115.93016,21168960.0,N1-24,3.2,21168960.0,0.0013995474796482472,0.8484903254640097,0.0011875024965090758
10188,13.4,A,23.28970664,91.29295847,10188,N1,116.90156,21168960.0,N1-24,13.4,21168960.0,0.007347624268153296,0.8484903254640097,0.006234388106672646
10190,4.6,B,23.28219493,91.29666551,10190,N1,117.86616,21168960.0,N1-24,9.2,21168960.0,0.0048984161787688635,0.8484903254640097,0.004156258737781764
10192,6.3,B,23.27301895,91.30296619,10192,N1,119.12046,15459680.0,N1-25,12.6,15459680.0,0.0068811084416038806,0.6139682685735317,0.004224782235758248
10194,3.0,B,23.26183609,91.30702174,10194,N1,120.45846,15459680.0,N1-25,6.0,15459680.0,0.003032352872571202,0.6139682685735317,0.001861768442876516
10196,3.0,B,23.25941665,91.3073611,10196,N1,120.73546,15459680.0,N1-25,6.0,15459680.0,0.003032352872571202,0.6139682685735317,0.001861768442876516
10198,3.6,B,23.25764298,91.30761565,10198,N1,120.93806,15459680.0,N1-25,7.2,15459680.0,0.0037321266123953255,0.6139682685735317,0.0022914073143095585
10200,4.5,B,23.25274634,91.30839264,10200,N1,121.49156,15459680.0,N1-25,9.0,15459680.0,0.00478178722213151,0.6139682685735317,0.0029358656214591213
10202,2.5,B,23.24439151,91.31140323,10202,N1,122.50706,15459680.0,N1-25,5.0,15459680.0,0.002449208089384432,0.6139682685735317,0.0015037360500156475
10204,19.2,B,23.24290406,91.31197395,10204,N1,122.70826,15459680.0,N1-25,38.4,15459680.0,0.021926243847822536,0.6139682685735317,0.013462017971568653
10206,2.6,A,23.23979203,91.31257409,10206,N1,123.06886,15459680.0,N1-25,2.6,15459680.0,0.0010496606097361852,0.6139682685735317,0.0006444583071495632
10208,2.5,A,23.23607595,91.3129902,10208,N1,123.49336,15459680.0,N1-25,2.5,15459680.0,0.0009913461314175083,0.6139682685735317,0.0006086550678634764
10210,3.1,B,23.22891959,91.31342207,10210,N1,124.30346,15459680.0,N1-25,6.2,15459680.0,0.003148981829208556,0.6139682685735317,0.0019333749214486898
10212,2.6,B,23.22591845,91.31356972,10212,N1,124.64006,15459680.0,N1-25,5.2,15459680.0,0.0025658370460217863,0.6139682685735317,0.0015753425285878213
10214,6.0,A,23.2220339,91.31370059,10214,N1,125.08406,15459680.0,N1-25,6.0,15459680.0,0.003032352872571202,0.6139682685735317,0.001861768442876516
10216,14.3,B,23.21319557,91.31534974,10216,N1,126.10436,15459680.0,N1-25,28.6,15459680.0,0.016211424972592193,0.6139682685735317,0.009953300521532142
10218,6.1,A,23.20503863,91.31631673,10218,N1,127.04346000000002,15459680.0,N1-25,6.1,15459680.0,0.0030906673508898784,0.6139682685735317,0.0018975716821626027
10220,6.1,A,23.1961888,91.31767051,10220,N1,128.08556000000002,15459680.0,N1-25,6.1,15459680.0,0.0030906673508898784,0.6139682685735317,0.0018975716821626027
10222,6.1,C,23.18743503,91.32090513,10222,N1,129.16966000000002,15459680.0,N1-25,24.4,15459680.0,0.013762216883207761,0.6139682685735317,0.008449564471516496
10224,9.5,B,23.18179581,91.32087875,10224,N1,129.84416000000002,15459680.0,N1-25,19.0,15459680.0,0.010613235053999205,0.6139682685735317,0.006516189550067805
10226,3.1,B,23.17262723,91.32057746,10226,N1,130.91126,15459680.0,N1-25,6.2,15459680.0,0.003148981829208556,0.6139682685735317,0.0019333749214486898
10228,9.5,A,23.16351387,91.32158895,10228,N1,131.95876,15459680.0,N1-25,9.5,15459680.0,0.005073359613724895,0.6139682685735317,0.0031148818178895555
10230,6.3,B,23.15273649,91.32431788,10230,N1,133.19006000000002,15459680.0,N1-25,12.6,15459680.0,0.0068811084416038806,0.6139682685735317,0.004224782235758248
10232,3.5,B,23.14366677,91.32666805,10232,N1,134.28756,15459680.0,N1-25,7.0,15459680.0,0.0036154976557579714,0.6139682685735317,0.0022198008357373843
10234,6.1,B,23.13898932,91.32635853,10234,N1,134.81766000000002,15459680.0,N1-25,12.2,15459680.0,0.006647850528329172,0.6139682685735317,0.0040815692786139
10236,3.0,B,23.13326397,91.32754642,10236,N1,135.48466,15459680.0,N1-25,6.0,15459680.0,0.003032352872571202,0.6139682685735317,0.001861768442876516
10238,6.5,A,23.12523636,91.33038637,10238,N1,136.44815999999997,15459680.0,N1-25,6.5,15459680.0,0.0033239252641645866,0.6139682685735317,0.00204078463930695
10240,4.5,B,23.11969738,91.33281651,10240,N1,137.11765999999997,15459680.0,N1-25,9.0,15459680.0,0.00478178722213151,0.6139682685735317,0.0029358656214591213
10242,5.3,B,23.11582516,91.33509449,10242,N1,137.62496,15459680.0,N1-25,10.6,15459680.0,0.005714818875230341,0.6139682685735317,0.0035087174500365104
10244,6.1,A,23.10742845,91.34004954,10244,N1,138.70705999999998,15459680.0,N1-26,6.1,15459680.0,0.0030906673508898784,0.6139682685735317,0.0018975716821626027
10246,3.1,B,23.10175632,91.343163,10246,N1,139.42815999999996,15459680.0,N1-26,6.2,15459680.0,0.003148981829208556,0.6139682685735317,0.0019333749214486898
10248,9.5,B,23.09735125,91.34549563,10248,N1,139.99065999999996,15459680.0,N1-26,19.0,15459680.0,0.010613235053999205,0.6139682685735317,0.006516189550067805
10250,3.1,A,23.09302984,91.34783084,10250,N1,140.54175999999995,21132560.0,N1-27,3.1,21132560.0,0.00134123300132957,0.8469951101530049,0.0011360177937019844
10252,9.25,B,23.08707537,91.35121015,10252,N1,141.30000999999996,21132560.0,N1-27,18.5,21132560.0,0.01032166266240582,0.8469951101530049,0.008742397803706576
10254,3.5,A,23.08199095,91.35418115,10254,N1,141.95550999999995,21132560.0,N1-27,3.5,21132560.0,0.001574490914604278,0.8469951101530049,0.0013335861056501558
10256,14.2,B,23.0779647,91.3566005,10256,N1,142.49370999999994,21132560.0,N1-27,28.4,21132560.0,0.01609479601595484,0.8469951101530049,0.013632213524423814
10258,6.1,B,23.07019818,91.3603022,10258,N1,143.45680999999993,21132560.0,N1-28,12.2,21132560.0,0.006647850528329172,0.8469951101530049,0.005630696890522879
10260,4.0,B,23.06074733,91.36186246,10260,N1,144.55780999999993,21132560.0,N1-28,8.0,21132560.0,0.004198642438944741,0.8469951101530049,0.0035562296150670816
10262,10.8,A,23.03797281,91.36567847,10262,N1,147.14660999999992,23068960.0,N1-29,10.8,23068960.0,0.005831447831867695,0.9265372785109627,0.005403053803917348
10264,1.6,A,23.02698012,91.36550048,10264,N1,148.41020999999992,23068960.0,N1-29,1.6,23068960.0,0.0004665158265494157,0.9265372785109627,0.00043224430431338794
10266,3.4,A,23.01240484,91.37797961,10266,N1,150.5596099999999,20280480.0,N1-30,3.4,20280480.0,0.0015161764362856007,0.8119939271255061,0.0012311260587146997
10270,1.5,A,22.99924876,91.3957752,10270,N1,152.9221099999999,20280480.0,N1-30,1.5,20280480.0,0.00040820134823073864,0.8119939271255061,0.00033145701580780375
10272,23.4,A,22.99472808,91.40228949,10272,N1,153.8005099999999,20280480.0,N1-30,23.4,20280480.0,0.013179072100020991,0.8119939271255061,0.010701326510366236
10274,22.15,A,22.99459361,91.40245391,10274,N1,153.8456599999999,20280480.0,N1-30,22.15,20280480.0,0.012450141121037529,0.8119939271255061,0.010109438982138013
10276,1.9,A,22.99271694,91.4047487,10276,N1,154.1685599999999,20280480.0,N1-30,1.9,20280480.0,0.0006414592615054465,0.8119939271255061,0.0005208610248408344
10278,98.87,C,22.96144874,91.4429962,10278,N1,159.61542999999992,23068960.0,N1-31,395.48,23068960.0,0.23015558302815423,0.9265372785109627,0.21324772753300994
10280,1.5,A,22.94860387,91.47949938,10280,N1,163.8049299999999,16506640.0,N1-32,1.5,16506640.0,0.00040820134823073864,0.6569746043430253,0.00026817791924617904
10282,191.5,B,22.94961261,91.50206690000002,10282,N1,166.3444299999999,16506640.0,N1-32,383.0,16506640.0,0.22287793613398332,0.6569746043430253,0.14642514390841377
10284,222.43,A,22.91496471,91.52628954,10284,N1,171.3708599999999,16506640.0,N1-33,222.43,16506640.0,0.12924237829768373,0.6569746043430253,0.08490896034647237
10286,6.1,A,22.90971289,91.5289285,10286,N1,172.0189599999999,16506640.0,N1-33,6.1,16506640.0,0.0030906673508898784,0.6569746043430253,0.002030489960006784
10288,3.0,A,22.9042463,91.53162978,10288,N1,172.6759599999999,16506640.0,N1-33,3.0,16506640.0,0.0012829185230108931,0.6569746043430253,0.00084284488905942
10290,3.0,A,22.891638600000004,91.5354719,10290,N1,174.16295999999988,16506640.0,N1-33,3.0,16506640.0,0.0012829185230108931,0.6569746043430253,0.00084284488905942
10292,4.3,A,22.87469869,91.54088366,10292,N1,176.13725999999988,16506640.0,N1-33,4.3,16506640.0,0.0020410067411536933,0.6569746043430253,0.0013408895962308952
10294,2.0,A,22.87272203,91.54159588,10294,N1,176.3802599999999,16506640.0,N1-33,2.0,16506640.0,0.0006997737398241234,0.6569746043430253,0.0004597335758505926
10296,1.5,A,22.86805637,91.54329633,10296,N1,176.9327599999999,16506640.0,N1-33,1.5,16506640.0,0.00040820134823073864,0.6569746043430253,0.00026817791924617904
10298,4.3,A,22.86098769,91.54515517,10298,N1,177.7660599999999,16506640.0,N1-33,4.3,16506640.0,0.0020410067411536933,0.6569746043430253,0.0013408895962308952
10300,2.0,A,22.85948479,91.54548,10300,N1,177.9420599999999,16506640.0,N1-33,2.0,16506640.0,0.0006997737398241234,0.6569746043430253,0.0004597335758505926
10302,1.5,A,22.85605657,91.54571887,10302,N1,178.3375599999999,16506640.0,N1-33,1.5,16506640.0,0.00040820134823073864,0.6569746043430253,0.00026817791924617904
10304,1.5,A,22.85514753,91.54582218,10304,N1,178.4470599999999,16506640.0,N1-33,1.5,16506640.0,0.00040820134823073864,0.6569746043430253,0.00026817791924617904
10306,8.5,A,22.84861728,91.54637061,10306,N1,179.1945599999999,16506640.0,N1-33,8.5,16506640.0,0.0044902148305381254,0.6569746043430253,0.0029499571117079697
10308,3.0,A,22.84539149,91.54746892,10308,N1,179.5785599999999,16506640.0,N1-33,3.0,16506640.0,0.0012829185230108931,0.6569746043430253,0.00084284488905942
10310,1.5,A,22.84345514,91.54814956,10310,N1,179.8150599999999,16506640.0,N1-33,1.5,16506640.0,0.00040820134823073864,0.6569746043430253,0.00026817791924617904
10312,3.0,A,22.84109433,91.5488097,10312,N1,180.0920599999999,16506640.0,N1-33,3.0,16506640.0,0.0012829185230108931,0.6569746043430253,0.00084284488905942
10314,3.0,A,22.83274677,91.5501035,10314,N1,181.04005999999987,16506640.0,N1-34,3.0,16506640.0,0.0012829185230108931,0.6569746043430253,0.00084284488905942
10316,4.5,A,22.83096134,91.55050285,10316,N1,181.25355999999988,16506640.0,N1-34,4.5,16506640.0,0.0021576356977910474,0.6569746043430253,0.0014175118588726607
10318,12.4,C,22.82437066,91.55269155,10318,N1,182.03795999999988,16506640.0,N1-34,49.6,16506640.0,0.02845746541951436,0.6569746043430253,0.01869583208459077
10320,9.5,B,22.81156344,91.55625621,10320,N1,183.50945999999988,16506640.0,N1-34,19.0,16506640.0,0.010613235053999205,0.6569746043430253,0.006972625900400655
10322,4.5,A,22.79418135,91.56296126,10322,N1,185.6299599999999,16506640.0,N1-34,4.5,16506640.0,0.0021576356977910474,0.6569746043430253,0.0014175118588726607
10324,23.2,B,22.78219689,91.56910257,10324,N1,187.1401599999999,16506640.0,N1-34,46.4,16506640.0,0.026591402113316693,0.6569746043430253,0.017469875882322523
10326,6.0,A,22.77419709,91.57287375,10326,N1,188.1211599999999,16506640.0,N1-34,6.0,16506640.0,0.003032352872571202,0.6569746043430253,0.001992178828685902
10328,9.7,A,22.77025167,91.57509052,10328,N1,188.6238599999999,16506640.0,N1-34,9.7,16506640.0,0.005189988570362248,0.6569746043430253,0.0034096906875585617
10330,4.0,A,22.76306269,91.58045388,10330,N1,189.6058599999999,16506640.0,N1-34,4.0,16506640.0,0.0018660633061976628,0.6569746043430253,0.0012259562022682473
10332,12.9,A,22.75356532,91.58860042,10332,N1,190.9767599999999,16506640.0,N1-34,12.9,16506640.0,0.007056051876559911,0.6569746043430253,0.00463564688982681
10334,3.0,A,22.75063935,91.59088404,10334,N1,191.38375999999988,16506640.0,N1-34,3.0,16506640.0,0.0012829185230108931,0.6569746043430253,0.00084284488905942
10336,8.1,B,22.74451365,91.59439989,10336,N1,192.1758599999999,16506640.0,N1-34,16.2,16506640.0,0.008980429661076251,0.6569746043430253,0.005899914223415939
10338,3.0,A,22.72331676,91.60243314,10338,N1,194.68685999999988,24857360.0,N1-35,3.0,24857360.0,0.0012829185230108931,1.0,0.0012829185230108931
10340,3.0,A,22.71782439,91.60576233,10340,N1,195.39785999999987,24857360.0,N1-35,3.0,24857360.0,0.0012829185230108931,1.0,0.0012829185230108931
10342,3.0,A,22.71727073,91.60610848,10342,N1,195.47285999999983,24857360.0,N1-35,3.0,24857360.0,0.0012829185230108931,1.0,0.0012829185230108931
10344,19.2,C,22.71387274,91.60823522,10344,N1,195.94205999999983,24857360.0,N1-35,76.8,24857360.0,0.044319003522194485,1.0,0.044319003522194485
