,length,condition,lat,lon,intersection,model_type,id,road,name,chainage,economic_importance,road_segment
1544,626.0,N,24.04674655,91.17606447,0,link,11544,N2,,96.48306000000011,9182480.0,N2-14
1545,26.95,A,24.04446059,91.17724863,,bridge,11545,N2,,96.51001000000011,9182480.0,N2-14
1546,985.0,N,24.04362563,91.18153553,0,link,11546,N2,,97.49501000000011,9182480.0,N2-14
1547,4.0,C,24.04279068,91.18582244,,bridge,11547,N2,,97.49901000000011,9182480.0,N2-14
1548,1001.0,N,24.04286543,91.1907871,0,link,11548,N2,,98.50001000000012,9182480.0,N2-14
1549,10.4,A,24.04294019,91.19575176,,bridge,11549,N2,,98.51041000000012,9182480.0,N2-14
1550,489.0,N,24.04300873,91.19814501,0,link,11550,N2,,98.99941000000013,9182480.0,N2-14
1551,10.4,A,24.04307727,91.20053827,,bridge,11551,N2,,99.00981000000013,9182480.0,N2-14
1552,418.0,N,24.04302375,91.20254416,0,link,11552,N2,,99.42781000000014,9182480.0,N2-14
1553,64.1,C,24.04297024,91.20455004,,bridge,11553,N2,,99.49191000000013,9182480.0,N2-14
1554,661.0,N,24.04184824,91.20735378,0,link,11554,N2,,100.15291000000013,9182480.0,N2-14
1555,33.7,A,24.04072624,91.21015753,,bridge,11555,N2,,100.18661000000013,9182480.0,N2-14
1556,410.0,N,24.04134907,91.21199541,0,link,11556,N2,,100.59661000000013,9182480.0,N2-14
1557,27.03,C,24.041971899999997,91.2138333,,bridge,11557,N2,,100.62364000000012,9182480.0,N2-14
1558,405.0,N,24.04257229,91.21572079,0,link,11558,N2,,101.02864000000012,9182480.0,N2-14
1559,26.0,A,24.04317268,91.21760828,,bridge,11559,N2,,101.05464000000012,9182480.0,N2-14
1560,28.0,N,24.04321413,91.21773921,0,link,11560,N2,,101.08264000000013,9182480.0,N2-14
1561,4.0,A,24.04325559,91.21787014,,bridge,11561,N2,,101.08664000000013,9182480.0,N2-14
1562,2344.0,N,24.04654715,91.22845193,0,link,11562,N2,,103.43064000000012,9182480.0,N2-14
1563,64.58,A,24.04983872,91.23903373,,bridge,11563,N2,,103.49522000000013,9182480.0,N2-14
1564,964.0,N,24.05358863,91.24146261,0,link,11564,N2,,104.45922000000013,9182480.0,N2-14
1565,4.0,A,24.05733855,91.24389149,,bridge,11565,N2,,104.46322000000013,9182480.0,N2-14
1566,1337.0,N,24.06164324,91.24848075,0,link,11566,N2,,105.80022000000014,9182480.0,N2-14
1567,9.3,A,24.06594792,91.25307002,,bridge,11567,N2,,105.80952000000013,9182480.0,N2-14
1568,502.0,N,24.06752598,91.25484772,0,link,11568,N2,,106.31152000000013,9182480.0,N2-14
1569,3.5,B,24.06910404,91.25662542,,bridge,11569,N2,,106.31502000000013,9182480.0,N2-14
1570,531.0,N,24.07078322,91.25846765,0,link,11570,N2,,106.84602000000014,9182480.0,N2-14
1571,12.3,A,24.07246241,91.26030988,,bridge,11571,N2,,106.85832000000013,9182480.0,N2-14
1572,843.0,N,24.07516603,91.26321951,0,link,11572,N2,,107.70132000000014,9182480.0,N2-14
1573,9.0,A,24.07786964,91.26612914,,bridge,11573,N2,,107.71032000000014,9182480.0,N2-14
1574,1257.0,N,24.08005992,91.27117529,0,link,11574,N2,,108.96732000000014,9182480.0,N2-14
1575,3.5,A,24.082250199999997,91.27622143,,bridge,11575,N2,,108.97082000000015,9182480.0,N2-14
1576,509.0,N,24.08267339,91.27848884,0,link,11576,N2,,109.47982000000015,9182480.0,N2-14
1577,4.0,A,24.08309658,91.28075625,,bridge,11577,N2,,109.48382000000015,9182480.0,N2-14
1578,413.0,N,24.08416871,91.28238428,0,link,11578,N2,,109.89682000000015,9182480.0,N2-14
1579,10.3,A,24.08524083,91.28401231,,bridge,11579,N2,,109.90712000000015,9182480.0,N2-14
1580,839.0,N,24.08807728,91.28625793,0,link,11580,N2,,110.74612000000015,9182480.0,N2-14
1581,66.0,B,24.09091373,91.28850355,,bridge,11581,N2,,110.81212000000015,9182480.0,N2-14
1582,746.0,N,24.09408101,91.28982792,0,link,11582,N2,,111.55812000000014,9182480.0,N2-14
1583,3.0,A,24.09724829,91.2911523,,bridge,11583,N2,,111.56112000000014,9182480.0,N2-14
1584,1057.0,N,24.10075365,91.29454859999998,0,link,11584,N2,,112.61812000000015,9182480.0,N2-14
1585,19.5,A,24.10425901,91.2979449,,bridge,11585,N2,,112.63762000000014,9182480.0,N2-14
1586,762.0,N,24.10702776,91.30017742,0,link,11586,N2,,113.39962000000014,9182480.0,N2-14
1587,37.2,C,24.10979652,91.30240995,,bridge,11587,N2,,113.43682000000014,9182480.0,N2-14
1588,1247.0,N,24.11384819,91.30662991,0,link,11588,N2,,114.68382000000014,9182480.0,N2-14
1589,4.0,A,24.11789987,91.31084988,,bridge,11589,N2,,114.68782000000014,9182480.0,N2-14
1590,932.0,N,24.12112959,91.31381407,0,link,11590,N2,,115.61982000000015,9182480.0,N2-14
1591,30.0,A,24.12435931,91.31677826,,bridge,11591,N2,,115.64982000000015,9182480.0,N2-14
1592,1108.0,N,24.12857105,91.31949501,0,link,11592,N2,,116.75782000000015,8917440.0,N2-15
1593,25.0,A,24.13278279,91.32221176,,bridge,11593,N2,,116.78282000000016,8917440.0,N2-15
1594,759.0,N,24.13594656,91.32362097,0,link,11594,N2,,117.54182000000016,8917440.0,N2-15
1595,40.75,A,24.13911033,91.32503018,,bridge,11595,N2,,117.58257000000016,8917440.0,N2-15
1596,1063.0,N,24.14157163,91.32930141,0,link,11596,N2,,118.64557000000016,8917440.0,N2-15
1597,23.0,A,24.14403293,91.33357264,,bridge,11597,N2,,118.66857000000016,8917440.0,N2-15
1598,901.0,N,24.14519928,91.33781274,0,link,11598,N2,,119.56957000000016,8917440.0,N2-15
1599,2.0,B,24.14636563,91.34205284,,bridge,11599,N2,,119.57157000000015,8917440.0,N2-15
1600,208.0,N,24.14662787,91.34303728,0,link,11600,N2,,119.77957000000015,8917440.0,N2-15
1601,2.0,A,24.14689012,91.34402172,,bridge,11601,N2,,119.78157000000014,8917440.0,N2-15
1602,201.0,N,24.14721666,91.34492168,0,link,11602,N2,,119.98257000000014,8917440.0,N2-15
1603,10.6,A,24.14754319,91.34582165,,bridge,11603,N2,,119.99317000000013,8917440.0,N2-15
1604,75.0,N,24.147702,91.34613287,0,link,11604,N2,,120.06817000000014,8917440.0,N2-15
1605,4.0,,24.1478608,91.3464441,N204,intersection,11605,N2,,120.07217000000014,8917440.0,N2-15
1606,316.0,N,24.14915033,91.34706082,0,link,11606,N2,,120.38817000000014,8917440.0,N2-15
1607,2.0,C,24.15043987,91.34767755,,bridge,11607,N2,,120.39017000000014,8917440.0,N2-15
1608,476.0,N,24.15247464,91.34823089,0,link,11608,N2,,120.86617000000014,8917440.0,N2-15
1609,4.25,A,24.15450942,91.34878423,,bridge,11609,N2,,120.87042000000014,8917440.0,N2-15
1610,198.0,N,24.15539502,91.34880756,0,link,11610,N2,,121.06842000000013,8917440.0,N2-15
1611,10.6,A,24.15628062,91.34883088,,bridge,11611,N2,,121.07902000000013,8917440.0,N2-15
1612,256.0,N,24.15756311,91.3488678,0,link,11612,N2,,121.33502000000013,8917440.0,N2-15
1613,2.0,A,24.15884559,91.34890472,,bridge,11613,N2,,121.33702000000012,8917440.0,N2-15
1614,231.0,N,24.15979964,91.3489292,0,link,11614,N2,,121.56802000000012,8917440.0,N2-15
1615,9.0,A,24.16075369,91.34895368,,bridge,11615,N2,,121.57702000000012,8917440.0,N2-15
1616,219.0,N,24.16167919,91.34898232,0,link,11616,N2,,121.79602000000011,8917440.0,N2-15
1617,7.2,A,24.1626047,91.34901096,,bridge,11617,N2,,121.80322000000011,8917440.0,N2-15
1618,345.0,N,24.16414597,91.34901918,0,link,11618,N2,,122.14822000000011,8917440.0,N2-15
1619,8.2,A,24.16568724,91.34902740000001,,bridge,11619,N2,,122.15642000000011,8917440.0,N2-15
1620,162.0,N,24.16640475,91.34902740000001,0,link,11620,N2,,122.31842000000012,8917440.0,N2-15
1621,6.4,B,24.16712225,91.34902740000001,,bridge,11621,N2,,122.32482000000012,8917440.0,N2-15
1622,301.0,N,24.16846332,91.34902740000001,0,link,11622,N2,,122.62582000000012,8917440.0,N2-15
1623,3.1,A,24.1698044,91.34902740000001,,bridge,11623,N2,,122.62892000000012,8917440.0,N2-15
1624,237.0,N,24.17091602,91.3490413,0,link,11624,N2,,122.86592000000012,8917440.0,N2-15
1625,4.2,A,24.17202765,91.34905520000001,,bridge,11625,N2,,122.87012000000011,8917440.0,N2-15
1626,470.0,N,24.17414442,91.34918594,0,link,11626,N2,,123.34012000000011,8917440.0,N2-15
1627,1.6,A,24.1762612,91.34931669,,bridge,11627,N2,,123.34172000000011,8917440.0,N2-15
1628,694.0,N,24.17937744,91.34973557,0,link,11628,N2,,124.03572000000011,8917440.0,N2-15
1629,17.12,A,24.18249368,91.35015446,,bridge,11629,N2,,124.05284000000012,8917440.0,N2-15
1630,652.0,N,24.18541875,91.35033558,0,link,11630,N2,,124.70484000000012,8917440.0,N2-15
1631,5.32,A,24.18834382,91.35051671,,bridge,11631,N2,,124.71016000000012,8917440.0,N2-15
1632,344.0,N,24.18987679,91.35052225,0,link,11632,N2,,125.05416000000011,8917440.0,N2-15
1633,6.22,A,24.19140975,91.3505278,,bridge,11633,N2,,125.06038000000011,8917440.0,N2-15
1634,491.0,N,24.19358777,91.35061475,0,link,11634,N2,,125.55138000000011,8917440.0,N2-15
1635,3.5,A,24.19576578,91.35070171,,bridge,11635,N2,,125.55488000000011,8917440.0,N2-15
1636,428.0,N,24.19767591,91.35093379,0,link,11636,N2,,125.98288000000011,8917440.0,N2-15
1637,7.8,A,24.19958604,91.35116588,,bridge,11637,N2,,125.99068000000011,8917440.0,N2-15
1638,212.0,N,24.20050584,91.35131001,0,link,11638,N2,,126.20268000000011,8917440.0,N2-15
1639,2.0,A,24.20142565,91.35145413,,bridge,11639,N2,,126.20468000000011,8917440.0,N2-15
1640,462.0,N,24.20343643,91.352016,0,link,11640,N2,,126.66668000000011,8917440.0,N2-15
1641,4.3,A,24.20544722,91.35257787,,bridge,11641,N2,,126.67098000000011,8917440.0,N2-15
1642,146.0,N,24.20605554,91.3528853,0,link,11642,N2,,126.81698000000011,8917440.0,N2-15
1643,2.15,A,24.20666387,91.35319272,,bridge,11643,N2,,126.81913000000011,8917440.0,N2-15
1644,257.0,N,24.20761202,91.35383399,0,link,11644,N2,,127.07613000000012,8917440.0,N2-15
1645,29.5,A,24.20856017,91.35447525,,bridge,11645,N2,,127.10563000000012,8917440.0,N2-15
1646,463.0,N,24.210303,91.35571943,0,link,11646,N2,,127.56863000000011,8917440.0,N2-15
1647,3.3,A,24.21204583,91.35696361,,bridge,11647,N2,,127.57193000000011,8917440.0,N2-15
1648,650.0,N,24.21432521,91.35893023,0,link,11648,N2,,128.2219300000001,8917440.0,N2-15
1649,6.3,A,24.21660459,91.36089684,,bridge,11649,N2,,128.2282300000001,8917440.0,N2-15
1650,156.0,N,24.21713119,91.36139017,0,link,11650,N2,,128.38423000000012,8917440.0,N2-15
1651,4.3,A,24.21765778,91.36188351,,bridge,11651,N2,,128.38853000000012,8917440.0,N2-15
1652,178.0,N,24.2182716,91.36242487,0,link,11652,N2,,128.5665300000001,8917440.0,N2-15
1653,6.6,A,24.21888543,91.36296624,,bridge,11653,N2,,128.5731300000001,8917440.0,N2-15
1654,218.0,N,24.21975081,91.36346392,0,link,11654,N2,,128.7911300000001,8917440.0,N2-15
1655,5.3,A,24.2206162,91.3639616,,bridge,11655,N2,,128.7964300000001,8917440.0,N2-15
1656,285.0,N,24.22188236,91.36433964,0,link,11656,N2,,129.0814300000001,8917440.0,N2-15
1657,8.1,A,24.22314852,91.36471769,,bridge,11657,N2,,129.0895300000001,8917440.0,N2-15
1658,452.0,N,24.22510866,91.36497785,0,link,11658,N2,,129.5415300000001,8917440.0,N2-15
1659,2.0,A,24.227068799999998,91.365238,,bridge,11659,N2,,129.54353000000012,8917440.0,N2-15
1660,64.0,N,24.22734794,91.36537658,0,link,11660,N2,,129.6075300000001,8917440.0,N2-15
1661,6.6,A,24.22762708,91.36551516,,bridge,11661,N2,,129.6141300000001,8917440.0,N2-15
1662,123.0,N,24.22816356,91.36578148,0,link,11662,N2,,129.7371300000001,8917440.0,N2-15
1663,4.3,A,24.22870003,91.36604781,,bridge,11663,N2,,129.7414300000001,8917440.0,N2-15
1664,430.0,N,24.23055807,91.36667174,0,link,11664,N2,,130.1714300000001,8917440.0,N2-15
1665,2.0,A,24.232416100000002,91.36729567,,bridge,11665,N2,,130.1734300000001,8917440.0,N2-15
1666,107.0,N,24.23288379,91.36741691,0,link,11666,N2,,130.2804300000001,8917440.0,N2-15
1667,1.5,A,24.23335149,91.36753815,,bridge,11667,N2,,130.2819300000001,8917440.0,N2-15
1668,455.0,N,24.23537034,91.36796461,0,link,11668,N2,,130.73693000000011,8917440.0,N2-15
1669,1.5,A,24.23738919,91.36839107,,bridge,11669,N2,,130.7384300000001,8917440.0,N2-15
1670,304.0,N,24.238746799999998,91.3687028,0,link,11670,N2,,131.0424300000001,8917440.0,N2-15
1671,1.5,A,24.24010442,91.36901453,,bridge,11671,N2,,131.0439300000001,8917440.0,N2-15
1672,615.0,N,24.24274819,91.36978343,0,link,11672,N2,,131.6589300000001,8917440.0,N2-15
1673,6.6,A,24.24539197,91.37055233,,bridge,11673,N2,,131.6655300000001,8917440.0,N2-15
1674,349.0,N,24.2468802,91.37105376,0,link,11674,N2,,132.0145300000001,8917440.0,N2-15
1675,1.5,A,24.24836843,91.37155519,,bridge,11675,N2,,132.0160300000001,8917440.0,N2-15
1676,330.0,N,24.24969851,91.37220365,0,link,11676,N2,,132.3460300000001,8917440.0,N2-15
1677,3.3,A,24.2510286,91.37285211,,bridge,11677,N2,,132.3493300000001,8917440.0,N2-15
1678,383.0,N,24.25249866,91.37380255,0,link,11678,N2,,132.7323300000001,8917440.0,N2-15
1679,3.3,A,24.25396872,91.37475299,,bridge,11679,N2,,132.7356300000001,8917440.0,N2-15
1680,350.0,N,24.2552492,91.37574035,0,link,11680,N2,,133.0856300000001,8917440.0,N2-15
1681,1.5,A,24.25652969,91.3767277,,bridge,11681,N2,,133.0871300000001,8917440.0,N2-15
1682,302.0,N,24.25769538,91.37748690000001,0,link,11682,N2,,133.38913000000008,8917440.0,N2-15
1683,4.3,A,24.25886108,91.37824609999998,,bridge,11683,N2,,133.39343000000008,8917440.0,N2-15
1684,141.0,N,24.25940506,91.37856609,0,link,11684,N2,,133.53443000000007,8917440.0,N2-15
1685,3.0,A,24.25994903,91.37888608,,bridge,11685,N2,,133.53743000000006,8917440.0,N2-15
1686,439.0,N,24.26167708,91.37989415,0,link,11686,N2,,133.97643000000005,8917440.0,N2-15
1687,4.2,B,24.26340512,91.38090222,,bridge,11687,N2,,133.98063000000005,8917440.0,N2-15
1688,245.0,N,24.26438267,91.38147142,0,link,11688,N2,,134.22563000000005,8917440.0,N2-15
1689,2.6,B,24.26536022,91.38204062,,bridge,11689,N2,,134.22823000000005,8917440.0,N2-15
1690,411.0,N,24.26701923,91.38290036,0,link,11690,N2,,134.63923000000005,8917440.0,N2-15
1691,2.0,A,24.26867824,91.38376009999999,,bridge,11691,N2,,134.64123000000006,8917440.0,N2-15
1692,827.0,N,24.26990383,91.38680471,0,link,11692,N2,,135.46823000000006,8917440.0,N2-15
1693,4.3,A,24.27112942,91.38984932,,bridge,11693,N2,,135.47253000000006,8917440.0,N2-15
1694,79.0,N,24.27111434,91.39021128,0,link,11694,N2,,135.55153000000007,8917440.0,N2-15
1695,1.7,A,24.27109926,91.39057325,,bridge,11695,N2,,135.55323000000007,8917440.0,N2-15
1696,220.0,N,24.27112362,91.39156387,0,link,11696,N2,,135.77323000000007,8917440.0,N2-15
1697,2.0,A,24.27114797,91.39255448,,bridge,11697,N2,,135.77523000000008,8917440.0,N2-15
1698,1025.0,N,24.27316888,91.39708444,0,link,11698,N2,,136.80023000000008,8917440.0,N2-15
1699,82.8,A,24.27518979,91.40161440000001,,bridge,11699,N2,,136.88303000000008,8917440.0,N2-15
1700,460.0,N,24.27626077,91.40356436,0,link,11700,N2,,137.34303000000008,8917440.0,N2-15
1701,2.6,A,24.27733175,91.40551432,,bridge,11701,N2,,137.34563000000009,8917440.0,N2-15
1702,187.0,N,24.27771576,91.40629628,0,link,11702,N2,,137.5326300000001,8917440.0,N2-15
1703,2.6,A,24.27809976,91.40707824,,bridge,11703,N2,,137.5352300000001,8917440.0,N2-15
1704,220.0,N,24.27860065,91.40797490000001,0,link,11704,N2,,137.7552300000001,8917440.0,N2-15
1705,2.5,A,24.27910153,91.40887157,,bridge,11705,N2,,137.7577300000001,8917440.0,N2-15
1706,763.0,N,24.28028625,91.41227873,0,link,11706,N2,,138.5207300000001,8917440.0,N2-15
1707,2.6,A,24.28147097,91.41568589,,bridge,11707,N2,,138.5233300000001,8917440.0,N2-15
1708,535.0,N,24.28181692,91.41829178,0,link,11708,N2,,139.0583300000001,8917440.0,N2-15
1709,4.2,A,24.28216286,91.42089767,,bridge,11709,N2,,139.0625300000001,8917440.0,N2-15
1710,1290.0,N,24.28124546,91.42719755,0,link,11710,N2,,140.3525300000001,8917440.0,N2-15
1711,12.5,A,24.28032807,91.43349743,,bridge,11711,N2,,140.36503000000008,8917440.0,N2-15
1712,1015.0,N,24.27893396,91.43805902,0,link,11712,N2,,141.38003000000006,15689760.0,N2-16
1713,2.6,A,24.27753985,91.44262062,,bridge,11713,N2,,141.38263000000006,15689760.0,N2-16
1714,522.0,N,24.27586145,91.44441143,0,link,11714,N2,,141.90463000000005,15689760.0,N2-16
1715,2.6,A,24.27418305,91.44620225,,bridge,11715,N2,,141.90723000000006,15689760.0,N2-16
1716,483.0,N,24.27253606,91.44775623,0,link,11716,N2,,142.39023000000006,15689760.0,N2-16
1717,2.6,A,24.27088907,91.44931021,,bridge,11717,N2,,142.39283000000006,15689760.0,N2-16
1718,502.0,N,24.26933056,91.45107042,0,link,11718,N2,,142.89483000000007,15689760.0,N2-16
1719,2.1,A,24.26777205,91.45283063,,bridge,11719,N2,,142.89693000000008,15689760.0,N2-16
1720,502.0,N,24.26712056,91.45495263,0,link,11720,N2,,143.3989300000001,15689760.0,N2-16
1721,2.1,A,24.26646908,91.45707463,,bridge,11721,N2,,143.4010300000001,15689760.0,N2-16
1722,502.0,N,24.26657981,91.45953289,0,link,11722,N2,,143.90303000000011,15689760.0,N2-16
1723,2.1,A,24.26669054,91.46199114,,bridge,11723,N2,,143.90513000000013,15689760.0,N2-16
1724,629.0,N,24.26685165,91.46507152,0,link,11724,N2,,144.53413000000012,15689760.0,N2-16
1725,1.6,A,24.26701275,91.46815189,,bridge,11725,N2,,144.53573000000011,15689760.0,N2-16
1726,402.0,N,24.26709731,91.47012655,0,link,11726,N2,,144.9377300000001,15689760.0,N2-16
1727,1.6,A,24.26718187,91.4721012,,bridge,11727,N2,,144.9393300000001,15689760.0,N2-16
1728,504.0,N,24.26743783,91.47449470000001,0,link,11728,N2,,145.4433300000001,15689760.0,N2-16
1729,4.0,,24.2676938,91.4768882,N204,intersection,11729,N2,,145.44733000000008,15689760.0,N2-16
1730,74.0,N,24.26797765,91.47706766,0,link,11730,N2,,145.5213300000001,15689760.0,N2-16
1731,216.15,A,24.26826151,91.47724711,,bridge,11731,N2,,145.7374800000001,15689760.0,N2-16
1732,1530.0,N,24.27353393,91.48158629,0,link,11732,N2,,147.2674800000001,6141840.0,N2-17
1733,27.0,A,24.27880635,91.48592546,,bridge,11733,N2,,147.29448000000008,6141840.0,N2-17
1734,1234.0,N,24.28186722,91.49098071,0,link,11734,N2,,148.5284800000001,6141840.0,N2-17
1735,12.6,C,24.284928100000002,91.49603595,,bridge,11735,N2,,148.54108000000008,6141840.0,N2-17
1736,267.0,N,24.28558238,91.49711113,0,link,11736,N2,,148.80808000000007,6141840.0,N2-17
1737,2.0,C,24.28623665,91.49818631,,bridge,11737,N2,,148.81008000000008,6141840.0,N2-17
1738,664.0,N,24.2878307,91.50094881,0,link,11738,N2,,149.47408000000007,6141840.0,N2-17
1739,2.0,A,24.28942474,91.50371131,,bridge,11739,N2,,149.47608000000008,6141840.0,N2-17
1740,884.0,N,24.29207332,91.50689731,0,link,11740,N2,,150.36008000000007,6141840.0,N2-17
1741,4.0,,24.2947219,91.5100833,N207,intersection,11741,N2,,150.36408000000006,6141840.0,N2-17
1742,133.0,N,24.29525807,91.51030944,0,link,11742,N2,,150.49708000000007,6141840.0,N2-17
1743,1.5,A,24.29579423,91.51053558,,bridge,11743,N2,,150.49858000000006,6141840.0,N2-17
1744,282.0,N,24.29691049,91.51088526,0,link,11744,N2,,150.78058000000007,6141840.0,N2-17
1745,17.2,A,24.29802675,91.51123494,,bridge,11745,N2,,150.79778000000007,6141840.0,N2-17
1746,297.0,N,24.29930362,91.5116282,0,link,11746,N2,,151.09478000000007,6141840.0,N2-17
1747,1.9,A,24.30058049,91.51202147,,bridge,11747,N2,,151.09668000000008,6141840.0,N2-17
1748,494.0,N,24.30249213,91.51357172,0,link,11748,N2,,151.59068000000008,6141840.0,N2-17
1749,2.0,A,24.30440376,91.51512198,,bridge,11749,N2,,151.5926800000001,6141840.0,N2-17
1750,261.0,N,24.30524391,91.51619664,0,link,11750,N2,,151.85368000000008,6141840.0,N2-17
1751,1.5,A,24.30608406,91.5172713,,bridge,11751,N2,,151.85518000000008,6141840.0,N2-17
1752,747.0,N,24.30857549,91.51899474,0,link,11752,N2,,152.6021800000001,6141840.0,N2-17
1753,6.3,A,24.31106691,91.52071819,,bridge,11753,N2,,152.6084800000001,6141840.0,N2-17
1754,808.0,N,24.31376582,91.52333978,0,link,11754,N2,,153.4164800000001,6141840.0,N2-17
1755,8.0,A,24.31646473,91.52596138,,bridge,11755,N2,,153.4244800000001,6141840.0,N2-17
1756,526.0,N,24.31839648,91.52736390000001,0,link,11756,N2,,153.9504800000001,6141840.0,N2-17
1757,41.0,A,24.32032823,91.52876642,,bridge,11757,N2,,153.9914800000001,6141840.0,N2-17
1758,548.0,N,24.32254426,91.52994491,0,link,11758,N2,,154.5394800000001,6141840.0,N2-17
1759,8.0,A,24.32476029,91.53112341,,bridge,11759,N2,,154.54748000000012,6141840.0,N2-17
1760,755.0,N,24.32802032,91.53211326,0,link,11760,N2,,155.30248000000012,6141840.0,N2-17
1761,6.4,A,24.33128035,91.53310309999999,,bridge,11761,N2,,155.30888000000013,6141840.0,N2-17
1762,342.0,N,24.33269751,91.53330948,0,link,11762,N2,,155.65088000000014,6141840.0,N2-17
1763,1.3,A,24.33411467,91.53351586,,bridge,11763,N2,,155.65218000000013,6141840.0,N2-17
1764,133.0,N,24.33457339,91.53353238,0,link,11764,N2,,155.78518000000014,6141840.0,N2-17
1765,1.3,A,24.335032100000003,91.53354891,,bridge,11765,N2,,155.78648000000013,6141840.0,N2-17
1766,272.0,N,24.33598538,91.53359335,0,link,11766,N2,,156.05848000000012,6141840.0,N2-17
1767,4.2,A,24.33693866,91.53363778,,bridge,11767,N2,,156.0626800000001,6141840.0,N2-17
1768,301.0,N,24.33867183,91.53395181,0,link,11768,N2,,156.3636800000001,6141840.0,N2-17
1769,10.6,A,24.340405,91.53426584,,bridge,11769,N2,,156.3742800000001,6141840.0,N2-17
1770,338.0,N,24.34186933,91.53456734,0,link,11770,N2,,156.7122800000001,6141840.0,N2-17
1771,3.0,A,24.34333366,91.53486885,,bridge,11771,N2,,156.7152800000001,6141840.0,N2-17
1772,303.0,N,24.344670999999998,91.53510366,0,link,11772,N2,,157.0182800000001,6141840.0,N2-17
1773,2.5,A,24.34600833,91.53533846,,bridge,11773,N2,,157.0207800000001,6141840.0,N2-17
1774,615.0,N,24.34870015,91.53590568,0,link,11774,N2,,157.6357800000001,6141840.0,N2-17
1775,58.5,B,24.35139197,91.5364729,,bridge,11775,N2,,157.6942800000001,6141840.0,N2-17
1776,264.0,N,24.35237522,91.53715911,0,link,11776,N2,,157.95828000000012,6141840.0,N2-17
1777,3.0,A,24.35335847,91.53784533,,bridge,11777,N2,,157.9612800000001,6141840.0,N2-17
1778,914.0,N,24.35685353,91.53972065,0,link,11778,N2,,158.8752800000001,6141840.0,N2-17
1779,3.0,A,24.36034858,91.54159598,,bridge,11779,N2,,158.87828000000007,6141840.0,N2-17
1780,636.0,N,24.36309006,91.54251278,0,link,11780,N2,,159.51428000000007,6141840.0,N2-17
1781,15.85,A,24.36583153,91.54342957,,bridge,11781,N2,,159.53013000000007,6141840.0,N2-17
1782,598.0,N,24.36825205,91.54462625,0,link,11782,N2,,160.12813000000008,6141840.0,N2-17
1783,19.0,A,24.37067256,91.54582292,,bridge,11783,N2,,160.1471300000001,6141840.0,N2-17
1784,537.0,N,24.37288003,91.54690556,0,link,11784,N2,,160.6841300000001,6141840.0,N2-17
1785,3.0,A,24.37508749,91.54798819999999,,bridge,11785,N2,,160.68713000000008,6141840.0,N2-17
1786,550.0,N,24.37732235,91.54909611,0,link,11786,N2,,161.2371300000001,6141840.0,N2-17
1787,13.6,A,24.37955721,91.55020403,,bridge,11787,N2,,161.2507300000001,6141840.0,N2-17
1788,1086.0,N,24.38379903,91.55286458,0,link,11788,N2,,162.3367300000001,6141840.0,N2-17
1789,2.6,A,24.38804086,91.55552513,,bridge,11789,N2,,162.3393300000001,6141840.0,N2-17
1790,324.0,N,24.38926777,91.55638931,0,link,11790,N2,,162.66333000000012,6141840.0,N2-17
1791,7.9,A,24.39049469,91.55725349,,bridge,11791,N2,,162.67123000000012,6141840.0,N2-17
1792,412.0,N,24.39204427,91.55828259,0,link,11792,N2,,163.08323000000013,6141840.0,N2-17
1793,5.2,A,24.39359386,91.55931170000001,,bridge,11793,N2,,163.08843000000013,6141840.0,N2-17
1794,202.0,N,24.39437057,91.55982058,0,link,11794,N2,,163.29043000000013,6141840.0,N2-17
1795,5.4,A,24.39514728,91.56032946,,bridge,11795,N2,,163.29583000000014,6141840.0,N2-17
1796,320.0,N,24.39634395,91.561128,0,link,11796,N2,,163.61583000000013,6141840.0,N2-17
1797,3.0,A,24.39754062,91.56192655,,bridge,11797,N2,,163.61883000000012,6141840.0,N2-17
1798,418.0,N,24.399164600000002,91.56286208,0,link,11798,N2,,164.03683000000012,6141840.0,N2-17
1799,2.0,A,24.40078857,91.56379761,,bridge,11799,N2,,164.03883000000013,6141840.0,N2-17
1800,292.0,N,24.40205912,91.5641103,0,link,11800,N2,,164.33083000000013,6141840.0,N2-17
1801,19.5,A,24.40332968,91.56442298,,bridge,11801,N2,,164.35033000000013,6141840.0,N2-17
1802,182.0,N,24.40412885,91.56456372,0,link,11802,N2,,164.53233000000012,6141840.0,N2-17
1803,1.5,C,24.40492802,91.56470445,,bridge,11803,N2,,164.5338300000001,6141840.0,N2-17
1804,272.0,N,24.40617083,91.56481057,0,link,11804,N2,,164.8058300000001,6141840.0,N2-17
1805,2.6,A,24.40741363,91.5649167,,bridge,11805,N2,,164.8084300000001,6141840.0,N2-17
1806,744.0,N,24.41074859,91.56528628,0,link,11806,N2,,165.5524300000001,6141840.0,N2-17
1807,5.0,A,24.41408355,91.56565586,,bridge,11807,N2,,165.5574300000001,6141840.0,N2-17
1808,115.0,N,24.41460401,91.5657442,0,link,11808,N2,,165.6724300000001,6141840.0,N2-17
1809,6.2,A,24.41512448,91.56583254,,bridge,11809,N2,,165.6786300000001,6141840.0,N2-17
1810,196.0,N,24.41595987,91.56599362,0,link,11810,N2,,165.8746300000001,6141840.0,N2-17
1811,10.6,A,24.41679526,91.56615469,,bridge,11811,N2,,165.88523000000012,6141840.0,N2-17
1812,155.0,N,24.41746847,91.56634237,0,link,11812,N2,,166.04023000000012,6141840.0,N2-17
