,length,condition,lat,lon,intersection,model_type,id,road,name,chainage,economic_importance,road_segment
826,10.3,A,21.43015392,92.0283435,,bridge,10826,N1,,391.83010999999937,1818640.0,N1-65
827,615.0,N,21.42832627,92.02611345,0,link,10827,N1,,392.4451099999994,1818640.0,N1-65
828,9.0,A,21.42649862,92.02388341,,bridge,10828,N1,,392.4541099999994,1818640.0,N1-65
829,107.0,N,21.42617951,92.0235247,0,link,10829,N1,,392.5611099999994,1818640.0,N1-65
830,4.0,,21.425860399999998,92.023166,N110,intersection,10830,N1,,392.56510999999944,1818640.0,N1-65
831,504.0,N,21.42446173,92.02497698,0,link,10831,N1,,393.06910999999945,1818640.0,N1-65
832,4.5,C,21.42306306,92.02678796,,bridge,10832,N1,,393.07360999999946,1818640.0,N1-65
833,70.0,N,21.42286761,92.02704021,0,link,10833,N1,,393.14360999999946,1818640.0,N1-65
834,11.3,C,21.42267217,92.02729245,,bridge,10834,N1,,393.15490999999946,1818640.0,N1-65
835,594.0,N,21.42103698,92.02948768,0,link,10835,N1,,393.74890999999946,1818640.0,N1-65
836,2.4,C,21.41940178,92.03168291,,bridge,10836,N1,,393.7513099999995,1818640.0,N1-65
837,449.0,N,21.41821251,92.03320449,0,link,10837,N1,,394.2003099999995,1818640.0,N1-65
838,7.2,B,21.41702324,92.03472607,,bridge,10838,N1,,394.2075099999995,1818640.0,N1-65
839,171.0,N,21.41657,92.03533089,0,link,10839,N1,,394.3785099999995,1818640.0,N1-65
840,8.1,C,21.41611676,92.03593571,,bridge,10840,N1,,394.3866099999995,1818640.0,N1-65
841,363.0,N,21.41518835,92.0373047,0,link,10841,N1,,394.7496099999995,1818640.0,N1-65
842,10.9,A,21.41425993,92.03867369,,bridge,10842,N1,,394.7605099999995,1818640.0,N1-65
843,369.0,N,21.41337839,92.03910027,0,link,10843,N1,,395.1295099999995,1818640.0,N1-65
844,8.3,A,21.41249684,92.03952685,,bridge,10844,N1,,395.13780999999955,1818640.0,N1-65
845,357.0,N,21.41174989,92.04193240000001,0,link,10845,N1,,395.4948099999996,1818640.0,N1-65
846,8.3,B,21.41100293,92.04433796,,bridge,10846,N1,,395.5031099999996,1818640.0,N1-65
847,430.0,N,21.41062589,92.04618732,0,link,10847,N1,,395.9331099999996,1818640.0,N1-65
848,2.2,B,21.41024886,92.04803668,,bridge,10848,N1,,395.9353099999996,1818640.0,N1-65
849,190.0,N,21.41027352,92.04884945,0,link,10849,N1,,396.1253099999996,1818640.0,N1-65
850,8.2,A,21.41029819,92.04966222,,bridge,10850,N1,,396.1335099999996,1818640.0,N1-65
851,259.0,N,21.41011093,92.05077533,0,link,10851,N1,,396.3925099999996,1818640.0,N1-65
852,1.9,A,21.40992368,92.05188844,,bridge,10852,N1,,396.3944099999996,1818640.0,N1-65
853,377.0,N,21.4093818,92.05345613,0,link,10853,N1,,396.7714099999996,1818640.0,N1-65
854,3.0,A,21.40883992,92.05502381,,bridge,10854,N1,,396.7744099999996,1818640.0,N1-65
855,166.0,N,21.40839866,92.05551815,0,link,10855,N1,,396.9404099999996,1818640.0,N1-65
856,2.8,A,21.40795741,92.05601249,,bridge,10856,N1,,396.94320999999957,1818640.0,N1-65
857,290.0,N,21.40715906,92.05702964,0,link,10857,N1,,397.2332099999996,1818640.0,N1-65
858,10.0,D,21.40636071,92.05804678,,bridge,10858,N1,,397.2432099999996,1818640.0,N1-65
859,424.0,N,21.40525532,92.05994274,0,link,10859,N1,,397.66720999999956,1818640.0,N1-65
860,1.6,A,21.40414992,92.0618387,,bridge,10860,N1,,397.66880999999955,1818640.0,N1-65
861,474.0,N,21.40307965,92.06328966,0,link,10861,N1,,398.14280999999954,1818640.0,N1-65
862,3.6,A,21.40200937,92.06474063,,bridge,10862,N1,,398.14640999999955,1818640.0,N1-65
863,262.0,N,21.40109864,92.06541177,0,link,10863,N1,,398.40840999999955,1818640.0,N1-66
864,8.0,C,21.4001879,92.06608292,,bridge,10864,N1,,398.41640999999953,1818640.0,N1-66
865,168.0,N,21.3994869,92.06630473,0,link,10865,N1,,398.58440999999954,1818640.0,N1-66
866,1.3,C,21.3987859,92.06652655,,bridge,10866,N1,,398.58570999999955,1818640.0,N1-66
867,445.0,N,21.39690016,92.06705748,0,link,10867,N1,,399.03070999999954,1818640.0,N1-66
868,8.3,A,21.39501442,92.06758841,,bridge,10868,N1,,399.03900999999956,1818640.0,N1-66
869,485.0,N,21.39293497,92.06803206,0,link,10869,N1,,399.5240099999996,1818640.0,N1-66
870,22.0,C,21.39085551,92.0684757,,bridge,10870,N1,,399.54600999999957,1818640.0,N1-66
871,237.0,N,21.38983036,92.06871899999999,0,link,10871,N1,,399.7830099999996,1818640.0,N1-66
872,2.7,C,21.3888052,92.0689623,,bridge,10872,N1,,399.7857099999996,1818640.0,N1-66
873,168.0,N,21.38812952,92.06933929,0,link,10873,N1,,399.9537099999996,1818640.0,N1-66
874,2.7,B,21.38745385,92.06971629,,bridge,10874,N1,,399.9564099999996,1818640.0,N1-66
875,153.0,N,21.38683622,92.07000239,0,link,10875,N1,,400.1094099999996,1818640.0,N1-66
876,2.9,C,21.386218600000003,92.07028849,,bridge,10876,N1,,400.11230999999964,1818640.0,N1-66
877,70.0,N,21.38592987,92.0703714,0,link,10877,N1,,400.18230999999963,1818640.0,N1-66
878,1.8,C,21.38564113,92.07045432,,bridge,10878,N1,,400.18410999999963,1818640.0,N1-66
879,145.0,N,21.385023800000003,92.07048833,0,link,10879,N1,,400.3291099999996,1818640.0,N1-66
880,2.8,B,21.38440646,92.07052234,,bridge,10880,N1,,400.3319099999996,1818640.0,N1-66
881,157.0,N,21.38375577,92.07070163,0,link,10881,N1,,400.4889099999996,1818640.0,N1-66
882,1.8,B,21.38310508,92.07088092,,bridge,10882,N1,,400.4907099999996,1818640.0,N1-66
883,24.0,N,21.38300637,92.070916,0,link,10883,N1,,400.5147099999996,1818640.0,N1-66
884,1.7,A,21.38290767,92.07095108,,bridge,10884,N1,,400.5164099999996,1818640.0,N1-66
885,256.0,N,21.38187496,92.07097468,0,link,10885,N1,,400.7724099999996,1818640.0,N1-66
886,0.8,A,21.38084224,92.07099827,,bridge,10886,N1,,400.7732099999996,1818640.0,N1-66
887,146.0,N,21.38023051,92.07080565,0,link,10887,N1,,400.9192099999996,1818640.0,N1-66
888,1.5,B,21.37961878,92.07061304,,bridge,10888,N1,,400.92070999999964,1818640.0,N1-66
889,40.0,N,21.37946579,92.07055221,0,link,10889,N1,,400.96070999999966,1818640.0,N1-66
890,1.5,A,21.3793128,92.07049139,,bridge,10890,N1,,400.9622099999997,1818640.0,N1-66
891,175.0,N,21.37858195,92.07042309999999,0,link,10891,N1,,401.1372099999997,1818640.0,N1-66
892,2.2,C,21.37785109,92.07035482,,bridge,10892,N1,,401.1394099999997,1818640.0,N1-66
893,148.0,N,21.37736966,92.07073858,0,link,10893,N1,,401.28740999999974,1818640.0,N1-66
894,1.5,A,21.37688823,92.07112233,,bridge,10894,N1,,401.28890999999976,1818640.0,N1-66
895,95.0,N,21.37658376,92.07143408,0,link,10895,N1,,401.3839099999998,1818640.0,N1-66
896,3.0,A,21.37627929,92.07174583,,bridge,10896,N1,,401.3869099999998,1818640.0,N1-66
897,214.0,N,21.37568217,92.07238707,0,link,10897,N1,,401.60090999999977,1818640.0,N1-66
898,2.4,C,21.37508506,92.07302829999999,,bridge,10898,N1,,401.6033099999998,1818640.0,N1-66
899,150.0,N,21.37481115,92.07354491,0,link,10899,N1,,401.7533099999998,1818640.0,N1-66
900,1.3,A,21.37453724,92.07406151,,bridge,10900,N1,,401.7546099999998,1818640.0,N1-66
901,89.0,N,21.37445863,92.07446163,0,link,10901,N1,,401.8436099999998,1818640.0,N1-66
902,1.3,A,21.37438002,92.07486174,,bridge,10902,N1,,401.8449099999998,1818640.0,N1-66
903,219.0,N,21.37408789,92.0757427,0,link,10903,N1,,402.0639099999998,1818640.0,N1-66
904,1.3,C,21.37379576,92.07662366,,bridge,10904,N1,,402.0652099999998,1818640.0,N1-66
905,217.0,N,21.3731063,92.07725838,0,link,10905,N1,,402.2822099999998,1818640.0,N1-66
906,1.3,C,21.37241685,92.0778931,,bridge,10906,N1,,402.2835099999998,1818640.0,N1-66
907,224.0,N,21.37155356,92.07848019,0,link,10907,N1,,402.5075099999998,1818640.0,N1-66
908,1.3,A,21.37069027,92.07906728,,bridge,10908,N1,,402.5088099999998,1818640.0,N1-66
909,118.0,N,21.37021695,92.07935538,0,link,10909,N1,,402.6268099999998,1818640.0,N1-66
910,1.3,A,21.36974364,92.07964348,,bridge,10910,N1,,402.6281099999998,1818640.0,N1-66
911,148.0,N,21.36919443,92.07984749,0,link,10911,N1,,402.77610999999985,1818640.0,N1-66
912,1.3,A,21.36864522,92.0800515,,bridge,10912,N1,,402.77740999999986,1818640.0,N1-66
913,143.0,N,21.36812223,92.08026009,0,link,10913,N1,,402.92040999999983,1818640.0,N1-66
914,1.3,B,21.36759924,92.08046867,,bridge,10914,N1,,402.92170999999985,1818640.0,N1-66
915,333.0,N,21.36626302,92.0809152,0,link,10915,N1,,403.2547099999999,1818640.0,N1-66
916,7.1,C,21.364926800000003,92.08136173,,bridge,10916,N1,,403.26180999999985,1818640.0,N1-66
917,96.0,N,21.36451351,92.08134667,0,link,10917,N1,,403.35780999999986,1818640.0,N1-66
918,1.3,B,21.36410023,92.08133161,,bridge,10918,N1,,403.3591099999999,1818640.0,N1-66
919,329.0,N,21.36270033,92.08093785,0,link,10919,N1,,403.6881099999999,1818640.0,N1-66
920,1.6,B,21.36130043,92.08054409,,bridge,10920,N1,,403.6897099999999,1818640.0,N1-66
921,104.0,N,21.36088531,92.08034835,0,link,10921,N1,,403.79370999999986,1818640.0,N1-66
922,2.5,A,21.360470199999998,92.08015261,,bridge,10922,N1,,403.79620999999986,1818640.0,N1-66
923,93.0,N,21.36009899,92.07997757,0,link,10923,N1,,403.8892099999999,1818640.0,N1-66
924,1.3,A,21.35972779,92.07980254,,bridge,10924,N1,,403.8905099999999,1818640.0,N1-66
925,123.0,N,21.35923684,92.07957103,0,link,10925,N1,,404.0135099999999,1818640.0,N1-66
926,2.2,C,21.35874588,92.07933953,,bridge,10926,N1,,404.0157099999999,1818640.0,N1-66
927,296.0,N,21.35750059,92.07921112,0,link,10927,N1,,404.3117099999999,1818640.0,N1-66
928,4.0,A,21.3562553,92.0790827,,bridge,10928,N1,,404.3157099999999,1818640.0,N1-66
929,726.0,N,21.35314025,92.07875849999999,0,link,10929,N1,,405.0417099999999,1818640.0,N1-66
930,21.5,A,21.350025199999997,92.07843429,,bridge,10930,N1,,405.0632099999999,1818640.0,N1-66
931,543.0,N,21.3476787,92.07870232,0,link,10931,N1,,405.6062099999999,1818640.0,N1-66
932,11.3,C,21.34533221,92.07897034,,bridge,10932,N1,,405.6175099999999,1818640.0,N1-66
933,374.0,N,21.34371076,92.07891211,0,link,10933,N1,,405.99150999999995,1818640.0,N1-66
934,14.1,A,21.34208932,92.07885388,,bridge,10934,N1,,406.00560999999993,1818640.0,N1-66
935,647.0,N,21.33932296,92.07890879,0,link,10935,N1,,406.6526099999999,1818640.0,N1-66
936,2.3,B,21.33655661,92.0789637,,bridge,10936,N1,,406.6549099999999,1818640.0,N1-66
937,312.0,N,21.33519784,92.07900328,0,link,10937,N1,,406.9669099999999,1818640.0,N1-66
938,24.1,C,21.33383908,92.07904286,,bridge,10938,N1,,406.9910099999999,1818640.0,N1-66
939,956.0,N,21.33037839,92.08050687,0,link,10939,N1,,407.9470099999999,1818640.0,N1-66
940,45.6,C,21.3269177,92.08197087,,bridge,10940,N1,,407.9926099999999,1818640.0,N1-66
941,548.0,N,21.32535231,92.08385693,0,link,10941,N1,,408.5406099999999,1818640.0,N1-67
942,5.0,C,21.32378693,92.08574298,,bridge,10942,N1,,408.5456099999999,1818640.0,N1-67
943,447.0,N,21.32244785,92.08731331,0,link,10943,N1,,408.9926099999999,1818640.0,N1-67
944,11.2,D,21.32110878,92.08888364,,bridge,10944,N1,,409.0038099999999,1818640.0,N1-67
945,88.0,N,21.32084596,92.0891902,0,link,10945,N1,,409.0918099999999,1818640.0,N1-67
946,1.3,B,21.32058313,92.08949676,,bridge,10946,N1,,409.0931099999999,1818640.0,N1-67
947,727.0,N,21.318396399999997,92.09172802,0,link,10947,N1,,409.8201099999999,1818640.0,N1-67
948,49.3,C,21.31620967,92.09395927,,bridge,10948,N1,,409.8694099999999,1818640.0,N1-67
949,1046.0,N,21.31221825,92.09561205,0,link,10949,N1,,410.9154099999999,1818640.0,N1-67
950,2.4,B,21.30822684,92.09726483,,bridge,10950,N1,,410.9178099999999,1818640.0,N1-67
951,575.0,N,21.30587168,92.09705679,0,link,10951,N1,,411.4928099999999,1818640.0,N1-67
952,2.3,C,21.30351652,92.09684875,,bridge,10952,N1,,411.4951099999999,1818640.0,N1-67
953,433.0,N,21.30163094,92.097163,0,link,10953,N1,,411.9281099999999,1818640.0,N1-67
954,61.3,D,21.29974536,92.09747726,,bridge,10954,N1,,411.9894099999999,1818640.0,N1-67
955,1292.0,N,21.29426008,92.09871611,0,link,10955,N1,,413.2814099999999,1818640.0,N1-67
956,14.1,A,21.288774800000002,92.09995497,,bridge,10956,N1,,413.29550999999987,1818640.0,N1-67
957,138.0,N,21.28816243,92.10000868,0,link,10957,N1,,413.43350999999984,1818640.0,N1-67
958,11.0,B,21.28755005,92.10006239,,bridge,10958,N1,,413.44450999999987,1818640.0,N1-67
959,433.0,N,21.28564414,92.10030851,0,link,10959,N1,,413.87750999999986,1818640.0,N1-67
960,10.3,A,21.28373823,92.10055463,,bridge,10960,N1,,413.88780999999983,1818640.0,N1-67
961,1172.0,N,21.27887201,92.10248849,0,link,10961,N1,,415.05980999999986,1818640.0,N1-67
962,14.0,A,21.27400579,92.10442234,,bridge,10962,N1,,415.07380999999987,1818640.0,N1-67
963,14.0,N,21.27394898,92.10445046,0,link,10963,N1,,415.0878099999999,1818640.0,N1-67
964,23.5,A,21.27389217,92.10447857,,bridge,10964,N1,,415.1113099999999,1818640.0,N1-67
965,281.0,N,21.27275191,92.10504283,0,link,10965,N1,,415.3923099999999,1818640.0,N1-67
966,23.5,A,21.27161164,92.10560708,,bridge,10966,N1,,415.4158099999999,1818640.0,N1-67
967,603.0,N,21.26962646,92.10738004,0,link,10967,N1,,416.0188099999999,1818640.0,N1-67
968,11.1,C,21.26764127,92.10915299,,bridge,10968,N1,,416.0299099999999,1818640.0,N1-67
969,94.0,N,21.26738741,92.10951252,0,link,10969,N1,,416.1239099999999,1818640.0,N1-68
970,50.6,C,21.26713354,92.10987205,,bridge,10970,N1,,416.1745099999999,1818640.0,N1-68
971,287.0,N,21.26635845,92.11096976,0,link,10971,N1,,416.46150999999986,1818640.0,N1-68
972,11.5,C,21.26558335,92.11206748,,bridge,10972,N1,,416.4730099999999,1818640.0,N1-68
973,954.0,N,21.26281536,92.11552678,0,link,10973,N1,,417.4270099999999,1818640.0,N1-68
974,6.6,C,21.26004737,92.11898609,,bridge,10974,N1,,417.4336099999999,1818640.0,N1-68
975,241.0,N,21.259335800000002,92.11985204,0,link,10975,N1,,417.67460999999986,1818640.0,N1-68
976,2.4,A,21.25862422,92.12071798,,bridge,10976,N1,,417.6770099999999,1818640.0,N1-68
977,249.0,N,21.25783966,92.12156724,0,link,10977,N1,,417.9260099999999,1818640.0,N1-68
978,17.0,A,21.257055100000002,92.1224165,,bridge,10978,N1,,417.9430099999999,1818640.0,N1-68
979,299.0,N,21.25613077,92.12340186,0,link,10979,N1,,418.2420099999999,1818640.0,N1-68
980,2.4,A,21.25520644,92.12438721,,bridge,10980,N1,,418.2444099999999,1818640.0,N1-68
981,274.0,N,21.25450462,92.12549215,0,link,10981,N1,,418.5184099999999,1818640.0,N1-68
982,11.1,C,21.253802800000003,92.12659709,,bridge,10982,N1,,418.5295099999999,1818640.0,N1-68
983,448.0,N,21.25212825,92.12867320000001,0,link,10983,N1,,418.9775099999999,1818640.0,N1-68
984,8.5,C,21.250453699999998,92.1307493,,bridge,10984,N1,,418.9860099999999,1818640.0,N1-68
985,546.0,N,21.24970909,92.1317952,0,link,10985,N1,,419.5320099999999,1818640.0,N1-68
986,2.4,C,21.24896449,92.13284109,,bridge,10986,N1,,419.5344099999999,1818640.0,N1-68
987,450.0,N,21.24734537,92.13507265,0,link,10987,N1,,419.9844099999999,1818640.0,N1-68
988,20.7,B,21.24572626,92.13730421,,bridge,10988,N1,,420.0051099999999,1818640.0,N1-68
989,3575.0,N,21.23830237,92.14903068,0,link,10989,N1,,423.5801099999999,1818640.0,N1-68
990,2.0,A,21.23087848,92.16075715,,bridge,10990,N1,,423.5821099999999,1818640.0,N1-68
991,198.0,N,21.23009701,92.16105665,0,link,10991,N1,,423.78010999999987,1818640.0,N1-68
992,11.3,C,21.22931553,92.16135615,,bridge,10992,N1,,423.79140999999987,1818640.0,N1-68
993,923.0,N,21.22541775,92.1615297,0,link,10993,N1,,424.7144099999999,1818640.0,N1-68
994,2.2,B,21.22151998,92.16170326,,bridge,10994,N1,,424.7166099999999,1818640.0,N1-68
995,304.0,N,21.22024003,92.16189051,0,link,10995,N1,,425.02060999999986,1818640.0,N1-68
996,10.9,C,21.21896008,92.16207776,,bridge,10996,N1,,425.03150999999986,1818640.0,N1-68
997,195.0,N,21.21816807,92.16228087,0,link,10997,N1,,425.22650999999985,1818640.0,N1-68
998,2.1,C,21.21737605,92.16248399,,bridge,10998,N1,,425.22860999999983,1818640.0,N1-68
999,230.0,N,21.21669382,92.16307407,0,link,10999,N1,,425.45860999999985,1818640.0,N1-68
1000,2.0,A,21.21601159,92.16366416,,bridge,11000,N1,,425.46060999999986,1818640.0,N1-68
1001,241.0,N,21.21547377,92.16460768,0,link,11001,N1,,425.70160999999985,1818640.0,N1-68
1002,1.8,A,21.21493596,92.1655512,,bridge,11002,N1,,425.70340999999985,1818640.0,N1-68
1003,99.0,N,21.21468341,92.16597897,0,link,11003,N1,,425.80240999999984,1818640.0,N1-68
1004,2.2,A,21.21443086,92.16640674,,bridge,11004,N1,,425.80460999999985,1818640.0,N1-68
1005,1056.0,N,21.21036779,92.16821238,0,link,11005,N1,,426.86060999999984,1818640.0,N1-68
1006,6.4,A,21.20630473,92.17001802,,bridge,11006,N1,,426.8670099999998,1818640.0,N1-68
1007,240.0,N,21.20532286,92.17018737,0,link,11007,N1,,427.10700999999983,1818640.0,N1-68
1008,2.2,A,21.20434099,92.17035673,,bridge,11008,N1,,427.10920999999985,1818640.0,N1-68
1009,278.0,N,21.20315408,92.1703787,0,link,11009,N1,,427.38720999999987,1818640.0,N1-68
1010,3.1,A,21.20196717,92.17040067,,bridge,11010,N1,,427.3903099999999,1818640.0,N1-68
1011,483.0,N,21.1997998,92.17048897,0,link,11011,N1,,427.8733099999999,1818640.0,N1-68
1012,39.3,A,21.19763242,92.17057726,,bridge,11012,N1,,427.9126099999999,1818640.0,N1-68
1013,297.0,N,21.19647397,92.17054237,0,link,11013,N1,,428.20960999999994,1818640.0,N1-68
1014,3.0,A,21.19531553,92.17050747,,bridge,11014,N1,,428.2126099999999,1818640.0,N1-68
1015,612.0,N,21.19304431,92.16928889,0,link,11015,N1,,428.82460999999995,1818640.0,N1-68
1016,9.4,A,21.1907731,92.16807032,,bridge,11016,N1,,428.83401,1818640.0,N1-68
1017,324.0,N,21.18983252,92.16697384,0,link,11017,N1,,429.15801,1818640.0,N1-69
1018,15.4,D,21.18889194,92.16587736,,bridge,11018,N1,,429.17341,1818640.0,N1-69
1019,941.0,N,21.18643318,92.16259000000001,0,link,11019,N1,,430.11440999999996,1818640.0,N1-69
1020,1.2,A,21.18397443,92.15930264,,bridge,11020,N1,,430.11560999999995,1818640.0,N1-69
1021,529.0,N,21.18184057,92.15856685,0,link,11021,N1,,430.64460999999994,1818640.0,N1-69
1022,3.1,C,21.17970671,92.15783106,,bridge,11022,N1,,430.64770999999996,1818640.0,N1-69
1023,276.0,N,21.17856193,92.15743413,0,link,11023,N1,,430.92370999999997,1818640.0,N1-69
1024,3.1,B,21.17741716,92.15703721,,bridge,11024,N1,,430.92681,1818640.0,N1-69
1025,242.0,N,21.17641898,92.15664491,0,link,11025,N1,,431.16881,1818640.0,N1-69
1026,48.8,C,21.17542081,92.15625261,,bridge,11026,N1,,431.21761000000004,1818640.0,N1-69
1027,352.0,N,21.17395181,92.15577332,0,link,11027,N1,,431.56961,1818640.0,N1-69
1028,9.4,A,21.17248281,92.15529403,,bridge,11028,N1,,431.57901000000004,1818640.0,N1-69
1029,250.0,N,21.17142758,92.15501640000001,0,link,11029,N1,,431.82901000000004,1818640.0,N1-69
1030,21.5,A,21.17037235,92.15473878,,bridge,11030,N1,,431.85051000000004,1818640.0,N1-69
1031,213.0,N,21.16959686,92.15420059,0,link,11031,N1,,432.06351000000006,1818640.0,N1-69
1032,9.4,B,21.16882136,92.1536624,,bridge,11032,N1,,432.0729100000001,1818640.0,N1-69
1033,87.0,N,21.16852715,92.15340419,0,link,11033,N1,,432.1599100000001,1818640.0,N1-69
1034,3.0,A,21.16823293,92.15314598,,bridge,11034,N1,,432.16291000000007,1818640.0,N1-69
1035,226.0,N,21.16744914,92.15274182,0,link,11035,N1,,432.38891000000007,1818640.0,N1-69
1036,9.3,B,21.16666535,92.15233765,,bridge,11036,N1,,432.39821000000006,1818640.0,N1-69
1037,131.0,N,21.16611895,92.15227293,0,link,11037,N1,,432.52921000000003,1818640.0,N1-69
1038,3.0,C,21.16557256,92.1522082,,bridge,11038,N1,,432.53221,1818640.0,N1-69
1039,69.0,N,21.16528018,92.15219914,0,link,11039,N1,,432.60121000000004,1818640.0,N1-69
1040,4.6,A,21.16498781,92.15219007,,bridge,11040,N1,,432.60581,1818640.0,N1-69
1041,346.0,N,21.16348178,92.15226077,0,link,11041,N1,,432.95181,1818640.0,N1-69
1042,1.25,C,21.16197574,92.15233147,,bridge,11042,N1,,432.95306000000005,1818640.0,N1-69
1043,204.0,N,21.16109012,92.15242859,0,link,11043,N1,,433.15706000000006,1818640.0,N1-69
1044,3.0,A,21.160204500000003,92.15252572,,bridge,11044,N1,,433.16006000000004,1818640.0,N1-69
1045,202.0,N,21.15932899,92.15252264,0,link,11045,N1,,433.36206000000004,1818640.0,N1-69
1046,3.0,C,21.15845347,92.15251956,,bridge,11046,N1,,433.36506,1818640.0,N1-69
1047,723.0,N,21.15545838,92.15296708,0,link,11047,N1,,434.08806000000004,1818640.0,N1-69
1048,9.4,C,21.15246328,92.15341459,,bridge,11048,N1,,434.09746000000007,1818640.0,N1-69
1049,366.0,N,21.15117696,92.15431509999999,0,link,11049,N1,,434.46346000000005,1818640.0,N1-69
1050,15.2,C,21.14989065,92.15521562,,bridge,11050,N1,,434.47866000000005,1818640.0,N1-69
1051,337.0,N,21.14882916,92.15612912,0,link,11051,N1,,434.81566000000004,1818640.0,N1-69
1052,57.6,A,21.14776767,92.15704263,,bridge,11052,N1,,434.87326,1818640.0,N1-69
1053,658.0,N,21.14515696,92.15823592,0,link,11053,N1,,435.53126000000003,1818640.0,N1-69
1054,3.3,B,21.14254625,92.15942922,,bridge,11054,N1,,435.53456000000006,1818640.0,N1-69
1055,228.0,N,21.14170551,92.15997572,0,link,11055,N1,,435.76256000000006,1818640.0,N1-69
1056,15.4,C,21.14086477,92.16052223,,bridge,11056,N1,,435.77796000000006,1818640.0,N1-69
1057,134.0,N,21.14053761,92.16103766,0,link,11057,N1,,435.9119600000001,1818640.0,N1-69
1058,3.3,A,21.14021046,92.16155309999999,,bridge,11058,N1,,435.9152600000001,1818640.0,N1-69
1059,271.0,N,21.13954882,92.1625955,0,link,11059,N1,,436.1862600000001,1818640.0,N1-69
1060,3.3,A,21.13888718,92.16363791,,bridge,11060,N1,,436.18956000000014,1818640.0,N1-69
1061,196.0,N,21.13847684,92.16441785,0,link,11061,N1,,436.38556000000017,1818640.0,N1-69
1062,1.2,A,21.1380665,92.1651978,,bridge,11062,N1,,436.38676000000015,1818640.0,N1-69
1063,124.0,N,21.13799379,92.16577561,0,link,11063,N1,,436.5107600000002,1818640.0,N1-69
1064,32.0,C,21.13792108,92.16635342,,bridge,11064,N1,,436.54276000000016,1818640.0,N1-69
1065,182.0,N,21.13776677,92.16720606,0,link,11065,N1,,436.7247600000002,1818640.0,N1-69
1066,12.3,D,21.13761246,92.16805871,,bridge,11066,N1,,436.73706000000016,1818640.0,N1-69
1067,206.0,N,21.13747375,92.16903496,0,link,11067,N1,,436.9430600000002,1818640.0,N1-69
1068,1.2,C,21.13733505,92.17001121,,bridge,11068,N1,,436.94426000000016,1818640.0,N1-69
1069,484.0,N,21.13697379,92.172257,0,link,11069,N1,,437.42826000000014,1818640.0,N1-69
1070,15.2,B,21.13661254,92.17450278,,bridge,11070,N1,,437.44346000000013,1818640.0,N1-69
1071,188.0,N,21.13632692,92.17527989,0,link,11071,N1,,437.6314600000001,1818640.0,N1-69
1072,4.8,A,21.1360413,92.17605699,,bridge,11072,N1,,437.6362600000001,1818640.0,N1-69
1073,260.0,N,21.13547811,92.17699748,0,link,11073,N1,,437.8962600000001,1818640.0,N1-69
1074,1.3,C,21.13491492,92.17793796,,bridge,11074,N1,,437.8975600000001,1818640.0,N1-69
1075,167.0,N,21.13457686,92.17854834,0,link,11075,N1,,438.0645600000001,1818640.0,N1-69
1076,3.3,A,21.134238800000002,92.17915872,,bridge,11076,N1,,438.0678600000001,1818640.0,N1-69
1077,673.0,N,21.13306784,92.18192523,0,link,11077,N1,,438.7408600000001,1818640.0,N1-69
1078,4.7,B,21.13189689,92.18469174,,bridge,11078,N1,,438.7455600000001,1818640.0,N1-69
1079,326.0,N,21.1309353,92.18575379,0,link,11079,N1,,439.07156000000015,1818640.0,N1-69
1080,1.2,C,21.12997372,92.18681585,,bridge,11080,N1,,439.07276000000013,1818640.0,N1-69
1081,34.0,N,21.12987091,92.18693143,0,link,11081,N1,,439.1067600000001,1818640.0,N1-69
1082,7.9,B,21.1297681,92.18704699999999,,bridge,11082,N1,,439.11466000000013,1818640.0,N1-69
1083,126.0,N,21.12938709,92.18747531,0,link,11083,N1,,439.2406600000001,1818640.0,N1-69
1084,1.2,A,21.12900608,92.18790361,,bridge,11084,N1,,439.2418600000001,1818640.0,N1-69
1085,113.0,N,21.12866438,92.18828773,0,link,11085,N1,,439.3548600000001,1818640.0,N1-69
1086,1.2,A,21.12832269,92.18867184,,bridge,11086,N1,,439.35606000000007,1818640.0,N1-69
1087,77.0,N,21.12808985,92.18893358,0,link,11087,N1,,439.43306000000007,1818640.0,N1-69
1088,1.2,B,21.12785701,92.18919533,,bridge,11088,N1,,439.43426000000005,1818640.0,N1-69
1089,391.0,N,21.12648035,92.1902814,0,link,11089,N1,,439.82526000000007,1818640.0,N1-69
1090,6.4,A,21.12510369,92.19136747,,bridge,11090,N1,,439.83166000000006,1818640.0,N1-69
1091,182.0,N,21.12443209,92.19176318,0,link,11091,N1,,440.0136600000001,1818640.0,N1-69
1092,3.35,A,21.12376049,92.19215889,,bridge,11092,N1,,440.0170100000001,1818640.0,N1-69
1093,114.0,N,21.12333565,92.19244062,0,link,11093,N1,,440.13101000000006,1818640.0,N1-69
1094,13.0,C,21.12291081,92.19272235,,bridge,11094,N1,,440.14401000000004,1818640.0,N1-69
1095,51.0,N,21.12272276,92.19284145,0,link,11095,N1,,440.19501,1818640.0,N1-69
1096,3.2,A,21.12253472,92.19296056,,bridge,11096,N1,,440.19821,1818640.0,N1-69
1097,126.0,N,21.1220523,92.19323876,0,link,11097,N1,,440.32421,1818640.0,N1-69
1098,72.6,B,21.12156989,92.19351697,,bridge,11098,N1,,440.39681,1818640.0,N1-69
1099,483.0,N,21.12001542,92.1949046,0,link,11099,N1,,440.87981,1818640.0,N1-69
